pmid,autor,nombres_originales,n_filiaciones,filiacion_ids
27733175,Rengel T,"[""Rengel T""]",1,"[""aff_3096e1df35581be8""]"
27733175,Sanchez-Nino M,"[""Sanchez-Niño M D""]",2,"[""aff_8e3de54dd41b7735"", ""aff_ff10bfa28896ed6e""]"
27733175,Schiel A,"[""Schiel A""]",1,"[""aff_9f68a053f8172122""]"
27733175,Stern A,"[""Stern A""]",1,"[""aff_9f68a053f8172122""]"
27733175,Trimarchi H,"[""Trimarchi H""]",1,"[""aff_76b7ea277c7bf876""]"
27733175,Zotta E,"[""Zotta E""]",1,"[""aff_bf3aef72481c723c""]"
28042026,Cangelosi A,"[""Cangelosi Adriana""]",1,"[""aff_d8b2cb7e03dc7d10""]"
28042026,Geoghegan P,"[""Geoghegan Patricia A""]",1,"[""aff_d8b2cb7e03dc7d10""]"
28042026,Goldstein J,"[""Goldstein Jorge""]",1,"[""aff_6bc224161c465a75""]"
28042026,Pinto A,"[""Pinto Alipio""]",1,"[""aff_f8647c36942943f7""]"
28057514,Castro Parodi M,"[""Castro Parodi Mauricio""]",1,"[""aff_2bf7cc5fb38f2450""]"
28057514,Damiano A,"[""Damiano Alicia""]",1,"[""aff_2bf7cc5fb38f2450""]"
28057514,Hermes R,"[""Hermes Ricardo""]",1,"[""aff_126b3693f1f70e9b""]"
28057514,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_2bf7cc5fb38f2450""]"
28057514,Lago N,"[""Lago Nestor""]",1,"[""aff_4fa69a238c969106""]"
28057514,Melendi S,"[""Melendi Santiago""]",1,"[""aff_2bf7cc5fb38f2450""]"
28057514,Ochoa F,"[""Ochoa Federico""]",1,"[""aff_2bf7cc5fb38f2450""]"
28057514,Oltra G,"[""Oltra Gisela""]",1,"[""aff_2bf7cc5fb38f2450""]"
28057514,Paton A,"[""Paton Adrienne W""]",1,"[""aff_dab50ee709682b5e""]"
28057514,Paton J,"[""Paton James C""]",1,"[""aff_dab50ee709682b5e""]"
28057514,Seyahian E,"[""Seyahian E Abril""]",1,"[""aff_2bf7cc5fb38f2450""]"
28057514,Zotta E,"[""Zotta Elsa""]",1,"[""aff_0c8e5b6df46e8872""]"
28066234,Alfieri J,"[""Alfieri Julio A""]",1,"[""aff_6c245b5ddda76887""]"
28066234,Igaz L,"[""Igaz Lionel M""]",1,"[""aff_6c245b5ddda76887""]"
28066234,Silva P,"[""Silva Pablo R""]",1,"[""aff_6c245b5ddda76887""]"
28069463,Blake M,"[""Blake M G""]",1,"[""aff_8d09cb3b2f248396""]"
28069463,Boccia M,"[""Boccia M M""]",1,"[""aff_cf05d9cabb768c4a""]"
28069463,Krawczyk M,"[""Krawczyk M C""]",1,"[""aff_cf05d9cabb768c4a""]"
28069463,Navarro N,"[""Navarro N M""]",1,"[""aff_795bfc2422ef9498""]"
28098409,Capurro C,"[""Capurro Claudia""]",1,"[""aff_96bd9f9a9fa792bd""]"
28098409,Di Giusto G,"[""Di Giusto Gisela""]",1,"[""aff_96bd9f9a9fa792bd""]"
28098409,Fernandez J,"[""Fernández Juan""]",1,"[""aff_96bd9f9a9fa792bd""]"
28098409,Ford P,"[""Ford Paula""]",1,"[""aff_96bd9f9a9fa792bd""]"
28098409,Kalstein M,"[""Kalstein Maia""]",1,"[""aff_96bd9f9a9fa792bd""]"
28098409,Netti V,"[""Netti Vanina""]",1,"[""aff_96bd9f9a9fa792bd""]"
28098409,Pizzoni A,"[""Pizzoni Alejandro""]",1,"[""aff_96bd9f9a9fa792bd""]"
28098409,Rivarola V,"[""Rivarola Valeria""]",1,"[""aff_96bd9f9a9fa792bd""]"
28118493,Bernabeu R,"[""Bernabeu Ramón""]",1,"[""aff_1c29c0f7385b0b01""]"
28118493,Bruno-Blanch L,"[""Bruno-Blanch Luis""]",1,"[""aff_51c3072c6d655393""]"
28118493,Otero S,"[""Otero Sofía""]",1,"[""aff_1c29c0f7385b0b01""]"
28118493,Pisera-Fuster A,"[""Pisera-Fuster Antonella""]",1,"[""aff_1c29c0f7385b0b01""]"
28118493,Talevi A,"[""Talevi Alan""]",1,"[""aff_51c3072c6d655393""]"
28130648,Bejarano A,"[""Bejarano A C""]",1,"[""aff_87b8f63f7f9fcce6""]"
28130648,Bernabeu R,"[""Bernabeu R O""]",1,"[""aff_fa8e6198ce99cd0e""]"
28130648,Faillace M,"[""Faillace M P""]",1,"[""aff_87b8f63f7f9fcce6""]"
28130648,Medrano M,"[""Medrano M P""]",1,"[""aff_87b8f63f7f9fcce6""]"
28130648,Pisera-Fuster A,"[""Pisera-Fuster A""]",1,"[""aff_87b8f63f7f9fcce6""]"
28193688,Beccaria J,"[""Beccaria Juan P""]",1,"[""aff_a0fa15620f974ac5""]"
28193688,Belforte J,"[""Belforte Juan E""]",1,"[""aff_e615238faba0e4af""]"
28193688,Braz B,"[""Braz Barbara Y""]",1,"[""aff_a0fa15620f974ac5""]"
28193688,Martos Y,"[""Martos Yanina V""]",1,"[""aff_a0fa15620f974ac5""]"
28193688,Murer M,"[""Murer M Gustavo""]",1,"[""aff_a0fa15620f974ac5""]"
28213811,Blake M,"[""Blake M G""]",1,"[""aff_35e8118072fa08c0""]"
28213811,Boccia M,"[""Boccia M M""]",1,"[""aff_07bee886c037745e""]"
28258575,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_54a8b64a73a8363a"", ""aff_f983070427ab2705""]"
28258575,Martinez N,"[""Martínez Nora""]",1,"[""aff_a4de4d80af177a8d""]"
28432141,Gelb B,"[""Gelb Bruce""]",1,"[""aff_c3307ee508a55bf0""]"
28432141,Pagani M,"[""Pagani Mario Rafael""]",1,"[""aff_680f35fd3ffe6df4""]"
28432141,Rela L,"[""Rela Lorena""]",1,"[""aff_8cfa12d286c1fd6e""]"
28432141,San Martin A,"[""San Martin Alvaro""]",1,"[""aff_8cfa12d286c1fd6e""]"
28439227,Blake M,"[""Blake Mariano""]",1,"[""aff_6f329311f6343e44""]"
28439227,Boccia M,"[""Boccia Mariano M""]",1,"[""aff_f3777d5fae118269""]"
28439227,Freudenthal R,"[""Freudenthal Ramiro""]",2,"[""aff_6c5792e934f2c3b3"", ""aff_7e121574a05e66ef""]"
28439227,Krawczyk M,"[""Krawczyk Maria Del C""]",1,"[""aff_f3777d5fae118269""]"
28439227,Romano A,"[""Romano Arturo""]",2,"[""aff_6c5792e934f2c3b3"", ""aff_7e121574a05e66ef""]"
28439227,Salles A,"[""Salles Angeles""]",2,"[""aff_6c5792e934f2c3b3"", ""aff_7e121574a05e66ef""]"
28473934,Canzonieri R,"[""Canzonieri R""]",1,"[""aff_fc33c3530f54b80c""]"
28473934,Costales-Collaguazo C,"[""Costales-Collaguazo C""]",1,"[""aff_9212ab9caf2bc870""]"
28473934,Forrester M,"[""Forrester M""]",1,"[""aff_cfd267c8fd822ba6""]"
28473934,Gonzalez-Hoyos I,"[""Gonzalez-Hoyos I""]",1,"[""aff_cfd267c8fd822ba6""]"
28473934,Iotti A,"[""Iotti A""]",1,"[""aff_09585924ce1b00ce""]"
28473934,Iriarte R,"[""Iriarte R""]",1,"[""aff_cfd267c8fd822ba6""]"
28473934,Lombi F,"[""Lombi F""]",1,"[""aff_cfd267c8fd822ba6""]"
28473934,Muryan A,"[""Muryan A""]",1,"[""aff_fc33c3530f54b80c""]"
28473934,Paulero M,"[""Paulero M""]",1,"[""aff_cfd267c8fd822ba6""]"
28473934,Pomeranz V,"[""Pomeranz V""]",1,"[""aff_cfd267c8fd822ba6""]"
28473934,Rengel T,"[""Rengel T""]",1,"[""aff_cfd267c8fd822ba6""]"
28473934,Schiel A,"[""Schiel A""]",1,"[""aff_fc33c3530f54b80c""]"
28473934,Stern A,"[""Stern A""]",1,"[""aff_fc33c3530f54b80c""]"
28473934,Trimarchi H,"[""Trimarchi H""]",1,"[""aff_cfd267c8fd822ba6""]"
28473934,Zotta E,"[""Zotta E""]",1,"[""aff_09585924ce1b00ce""]"
28476642,Belforte J,"[""Belforte Juan E""]",1,"[""aff_d8160147f9e5c6cc""]"
28476642,Braz B,"[""Braz Barbara Y""]",1,"[""aff_c79e3ffb822d4d6e""]"
28476642,Galinanes G,"[""Galiñanes Gregorio L""]",1,"[""aff_0497b348a8eb9b11""]"
28476642,Murer M,"[""Murer M Gustavo""]",1,"[""aff_d2f9be1c0a5ffdbb""]"
28486763,Alleva K,"[""Alleva Karina""]",1,"[""aff_defcc35d2c47abb7""]"
28486763,Canessa Fortuna A,"[""Canessa Fortuna Agustina""]",1,"[""aff_defcc35d2c47abb7""]"
28486763,Goldman R,"[""Goldman Ramiro P""]",1,"[""aff_f13a48fb3253ee4b""]"
28486763,Jozefkowicz C,"[""Jozefkowicz Cintia""]",1,"[""aff_defcc35d2c47abb7""]"
28486763,Ozu M,"[""Ozu Marcelo""]",2,"[""aff_700a7a4c184d6f73"", ""aff_f13a48fb3253ee4b""]"
28486763,Sutka M,"[""Sutka Moira""]",1,"[""aff_700a7a4c184d6f73""]"
28523190,Canzonieri R,"[""Canzonieri Romina""]",1,"[""aff_9f68a053f8172122""]"
28523190,Costales-Collaguazo C,"[""Costales-Collaguazo Cristian""]",1,"[""aff_bf3aef72481c723c""]"
28523190,Forrester M,"[""Forrester Mariano""]",1,"[""aff_d260c6cdb1b0bb08""]"
28523190,Iriarte R,"[""Iriarte Romina""]",1,"[""aff_d260c6cdb1b0bb08""]"
28523190,Lombi F,"[""Lombi Fernando""]",1,"[""aff_d260c6cdb1b0bb08""]"
28523190,Muryan A,"[""Muryan Alexis""]",1,"[""aff_9f68a053f8172122""]"
28523190,Ortiz A,"[""Ortiz Alberto""]",2,"[""aff_3d1f532e83990432"", ""aff_8e4e0251c391bfd6""]"
28523190,Paulero M,"[""Paulero Matías""]",1,"[""aff_d260c6cdb1b0bb08""]"
28523190,Politei J,"[""Politei Juan""]",1,"[""aff_fd644ce429ab7af0""]"
28523190,Pomeranz V,"[""Pomeranz Vanesa""]",1,"[""aff_d260c6cdb1b0bb08""]"
28523190,Rengel T,"[""Rengel Tatiana""]",1,"[""aff_d260c6cdb1b0bb08""]"
28523190,Sanchez-Nino M,"[""Sanchez-Niño María Dolores""]",2,"[""aff_3d1f532e83990432"", ""aff_8e4e0251c391bfd6""]"
28523190,Schiel A,"[""Schiel Amalia""]",1,"[""aff_9f68a053f8172122""]"
28523190,Stern A,"[""Stern Aníbal""]",1,"[""aff_9f68a053f8172122""]"
28523190,Trimarchi H,"[""Trimarchi Hernán""]",1,"[""aff_d260c6cdb1b0bb08""]"
28523190,Valino-Rivas L,"[""Valiño-Rivas Lara""]",1,"[""aff_3d1f532e83990432""]"
28523190,Zotta E,"[""Zotta Elsa""]",1,"[""aff_bf3aef72481c723c""]"
28643674,Amaral M,"[""Amaral María Marta""]",1,"[""aff_585d6c26886bf0f0""]"
28643674,Bentancor L,"[""Bentancor Leticia V""]",1,"[""aff_7c59d6b55309d6cb""]"
28643674,Briones G,"[""Briones Gabriel""]",1,"[""aff_7843b8ce05ab09cd""]"
28643674,Ciocchini A,"[""Ciocchini Andrés E""]",1,"[""aff_7843b8ce05ab09cd""]"
28643674,Da Rocha M,"[""Da Rocha Marcelo""]",1,"[""aff_8ee4982ec7c319af""]"
28643674,Fernandez-Brando R,"[""Fernández-Brando Romina J""]",1,"[""aff_85e055e59d8bde34""]"
28643674,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_585d6c26886bf0f0""]"
28643674,Landriel M,"[""Landriel Martín""]",1,"[""aff_3d16ae11d34f972d""]"
28643674,Palermo M,"[""Palermo Marina S""]",1,"[""aff_e9dda97779efab4f""]"
28643674,Trelles J,"[""Trelles Jorge A""]",1,"[""aff_0685d4d5069d0a09""]"
28643674,Ugarte M,"[""Ugarte Mariana""]",1,"[""aff_3d16ae11d34f972d""]"
28710541,Battista A,"[""Battista Ariadna G""]",1,"[""aff_11ed18e97e2fe311""]"
28710541,Bejarano C,"[""Bejarano Claudio A""]",2,"[""aff_28f9dde996930b0b"", ""aff_30c8abd41e24c198""]"
28710541,Bernabeu R,"[""Bernabeu Ramón O""]",2,"[""aff_28f9dde996930b0b"", ""aff_30c8abd41e24c198""]"
28710541,Faillace M,"[""Faillace Maria Paula""]",3,"[""aff_083ec23f412eaf11"", ""aff_2b96a3a001f83643"", ""aff_5280a87c1d18614b""]"
28710541,Medrano M,"[""Medrano Matías P""]",2,"[""aff_11ed18e97e2fe311"", ""aff_28f9dde996930b0b""]"
28710541,Venera G,"[""Venera Graciela D""]",1,"[""aff_a191b45b3a42ae42""]"
28718802,Alvarez R,"[""Álvarez Romina S""]",1,"[""aff_b5279e05fbb6af80""]"
28718802,Amaral M,"[""Amaral María M""]",1,"[""aff_1bbdbdfcef89d25c""]"
28718802,Girard M,"[""Girard Magalí C""]",1,"[""aff_5a43249c628fabd6""]"
28718802,Ibarra C,"[""Ibarra Cristina A""]",1,"[""aff_d415bccac5fbe3e6""]"
28718802,Paton A,"[""Paton Adrienne W""]",1,"[""aff_29aa327838cdd8ab""]"
28718802,Paton J,"[""Paton James C""]",1,"[""aff_e83720a647217453""]"
28718802,Repetto H,"[""Repetto Horacio A""]",1,"[""aff_12bc9b23d2520f2e""]"
28718802,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_e87701eb3ad8dbbb""]"
28888654,Albanese A,"[""Albanese A""]",1,"[""aff_c279eecb7c53fe7c""]"
28888654,Bentancor A,"[""Bentancor A""]",1,"[""aff_fb273ce6782aaee1""]"
28888654,Cantet R,"[""Cantet R""]",1,"[""aff_e78fb6178353a2a4""]"
28888654,Cataldi A,"[""Cataldi A""]",1,"[""aff_95146fa943ba6958""]"
28888654,Chinen I,"[""Chinen I""]",1,"[""aff_7bf518fd88f9b850""]"
28888654,Ibarra C,"[""Ibarra C""]",1,"[""aff_c279eecb7c53fe7c""]"
28888654,Martorelli L,"[""Martorelli L""]",1,"[""aff_8ab716c03800f152""]"
28888654,Mercado E,"[""Mercado E C""]",1,"[""aff_8ab716c03800f152""]"
28888654,Rivas M,"[""Rivas M""]",1,"[""aff_7bf518fd88f9b850""]"
28888654,Vilte D,"[""Vilte D""]",1,"[""aff_8ab716c03800f152""]"
28888654,Zolezzi G,"[""Zolezzi G""]",1,"[""aff_7bf518fd88f9b850""]"
28947572,Hussain Shuler M,"[""Hussain Shuler Marshall G""]",1,"[""aff_e71d232eee924292""]"
28947572,Levy J,"[""Levy Joshua M""]",1,"[""aff_1c49743935125c8a""]"
28947572,Namboodiri V,"[""Namboodiri Vijay Mohan K""]",2,"[""aff_0d4a066729caa8ed"", ""aff_ae0039804c85d993""]"
28947572,Zold C,"[""Zold Camila L""]",1,"[""aff_bb8a3e424b634981""]"
28986756,Alcala M,"[""Alcala Martin""]",1,"[""aff_f3b9c7f27bad1f62""]"
28986756,Asturizaga P,"[""Asturizaga Patricia""]",1,"[""aff_b4bf7164bb190828""]"
28986756,Bueno J,"[""Bueno Julio""]",1,"[""aff_46ecdd393c8be8c3""]"
28986756,Cadavid A,"[""Cadavid Angela""]",1,"[""aff_46ecdd393c8be8c3""]"
28986756,Calderon-Dominguez M,"[""Calderón-Domínguez María""]",1,"[""aff_f3b9c7f27bad1f62""]"
28986756,Clapes S,"[""Clapes Sonia""]",1,"[""aff_934038e0757455b5""]"
28986756,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_90d0edc5647ab870"", ""aff_de0b1dcb964173fe""]"
28986756,Escudero C,"[""Escudero Carlos""]",1,"[""aff_83bd468f7e35eeaf""]"
28986756,Galaviz-Hernandez C,"[""Galaviz-Hernandez Carlos""]",1,"[""aff_f522d37519348218""]"
28986756,Giachini F,"[""Giachini Fernanda Regina""]",1,"[""aff_45d1ff79df1ecbe5""]"
28986756,Lima V,"[""Lima Victor Vitorino""]",1,"[""aff_45d1ff79df1ecbe5""]"
28986756,Martinez N,"[""Martinez Nora""]",1,"[""aff_90d0edc5647ab870""]"
28986756,RIVA-TREM,"[""""]",0,[]
28986756,Ramos M,"[""Ramos María P""]",1,"[""aff_f3b9c7f27bad1f62""]"
28986756,Roberts J,"[""Roberts James M""]",1,"[""aff_d52a77d2cfba0dfc""]"
28986756,Sosa-Macias M,"[""Sosa-Macias Martha""]",1,"[""aff_f522d37519348218""]"
28986756,Teran E,"[""Teran Enrique""]",1,"[""aff_bde1ac9b93d89c05""]"
28986756,Viana M,"[""Viana Marta""]",1,"[""aff_f3b9c7f27bad1f62""]"
29068360,Abrey Recalde M,"[""Abrey Recalde Maria J""]",1,"[""aff_1e0ba8eb89ee6465""]"
29068360,Alberto F,"[""Alberto Fabiana""]",1,"[""aff_7d38f3d04af56582""]"
29068360,Alconcher L,"[""Alconcher Laura""]",1,"[""aff_59804d3622cd8c74""]"
29068360,Alvarez R,"[""Alvarez Romina S""]",1,"[""aff_edaa30310d31176f""]"
29068360,Amaral M,"[""Amaral María M""]",1,"[""aff_6f55f026b97702a4""]"
29068360,Bruballa A,"[""Bruballa Andrea C""]",1,"[""aff_46ae17452d92b7bb""]"
29068360,Exeni R,"[""Exeni Ramon A""]",1,"[""aff_828ef310deaf1171""]"
29068360,Fernandez Brando R,"[""Fernandez Brando Romina J""]",1,"[""aff_b084b652c5535fcb""]"
29068360,Ibarra C,"[""Ibarra Cristina A""]",1,"[""aff_8c7c70fb475a5ab1""]"
29068360,Mejias M,"[""Mejias Maria P""]",1,"[""aff_a3349785a61e9ce9""]"
29068360,Palermo M,"[""Palermo Marina S""]",1,"[""aff_0ff30223dba683af""]"
29068360,Ramos M,"[""Ramos Maria V""]",1,"[""aff_c8b8cabc469e87e0""]"
29085903,Bekinschtein P,"[""Bekinschtein Pedro""]",1,"[""aff_e25e6ae6512507c0""]"
29085903,Bussey T,"[""Bussey Timothy J""]",3,"[""aff_3d1f5223a91c7ecf"", ""aff_6ba3d3b9e1f4db26"", ""aff_8a89f4ad1a2348a9""]"
29085903,Gallo F,"[""Gallo Francisco""]",2,"[""aff_d4357d2d3141bfb7"", ""aff_e25e6ae6512507c0""]"
29085903,Kent B,"[""Kent Brianne A""]",1,"[""aff_d2662da6c9382796""]"
29085903,Miranda M,"[""Miranda Magdalena""]",1,"[""aff_e25e6ae6512507c0""]"
29085903,Morici J,"[""Morici Juan Facundo""]",1,"[""aff_d4357d2d3141bfb7""]"
29085903,Saksida L,"[""Saksida Lisa M""]",3,"[""aff_3d1f5223a91c7ecf"", ""aff_6ba3d3b9e1f4db26"", ""aff_8a89f4ad1a2348a9""]"
29085903,Weisstaub N,"[""Weisstaub Noelia V""]",1,"[""aff_d4357d2d3141bfb7""]"
29108637,Damiano A,"[""Damiano Alicia E""]",1,"[""aff_457bad5e76aa544d""]"
29108637,Szpilbarg N,"[""Szpilbarg Natalia""]",1,"[""aff_feaf1f6443810fc3""]"
29197004,Capobianco E,"[""Capobianco Evangelina""]",1,"[""aff_3dc2cc8e35bbd071""]"
29197004,Martinez N,"[""Martinez Nora""]",1,"[""aff_125efcb0a19992a8""]"
29243846,Capurro C,"[""Capurro Claudia""]",2,"[""aff_9fcba21d7f2313b9"", ""aff_a2561a71dc652c92""]"
29243846,Di Giusto G,"[""Di Giusto Gisela""]",2,"[""aff_9fcba21d7f2313b9"", ""aff_a2561a71dc652c92""]"
29243846,Ford P,"[""Ford Paula""]",2,"[""aff_9fcba21d7f2313b9"", ""aff_a2561a71dc652c92""]"
29243846,Lopez Gonzalez M,"[""López González Macarena""]",1,"[""aff_9fcba21d7f2313b9""]"
29243846,Pizzoni A,"[""Pizzoni Alejandro""]",2,"[""aff_9fcba21d7f2313b9"", ""aff_a2561a71dc652c92""]"
29243846,Rivarola V,"[""Rivarola Valeria""]",2,"[""aff_9fcba21d7f2313b9"", ""aff_a2561a71dc652c92""]"
29355695,Asorey L,"[""Asorey Lucas G""]",1,"[""aff_dd932625353bb829""]"
29355695,Carbone S,"[""Carbone Silvia""]",1,"[""aff_a289cbc6d9de7592""]"
29355695,Cutrera R,"[""Cutrera Rodolfo A""]",1,"[""aff_0dc8facd07e6e2f2""]"
29355695,Gonzalez B,"[""Gonzalez Bárbara J""]",1,"[""aff_a289cbc6d9de7592""]"
29394409,Belforte J,"[""Belforte Juan E""]",1,"[""aff_375631e1c5122c13""]"
29394409,Diaz N,"[""Diaz Noelia B""]",1,"[""aff_375631e1c5122c13""]"
29394409,Eskow Jaunarajs K,"[""Eskow Jaunarajs Karen L""]",1,"[""aff_fd5e1073b20b3752""]"
29394409,Fujita Y,"[""Fujita Yuko""]",1,"[""aff_d7550e81f792792d""]"
29394409,Hashimoto K,"[""Hashimoto Kenji""]",1,"[""aff_d7550e81f792792d""]"
29394409,Jeevakumar V,"[""Jeevakumar Vivek""]",1,"[""aff_42654adad47b9edd""]"
29394409,Jiang S,"[""Jiang Sunny Zhihong""]",1,"[""aff_99c18ca43b8704d8""]"
29394409,Nakao K,"[""Nakao Kazuhito""]",2,"[""aff_42654adad47b9edd"", ""aff_99c18ca43b8704d8""]"
29394409,Nakazawa K,"[""Nakazawa Kazu""]",2,"[""aff_42654adad47b9edd"", ""aff_99c18ca43b8704d8""]"
29394409,Pretell Annan C,"[""Pretell Annan Carlos A""]",1,"[""aff_375631e1c5122c13""]"
29405971,Balconi S,"[""Balconi S""]",1,"[""aff_07e60caea64fcd26""]"
29405971,Corominas A,"[""Corominas A""]",1,"[""aff_07e60caea64fcd26""]"
29405971,Damiano A,"[""Damiano A E""]",1,"[""aff_f9bc29c5d3ec45c5""]"
29405971,Martinez N,"[""Martinez N""]",1,"[""aff_425326c606e437df""]"
29405971,Ortiz M,"[""Ortíz M""]",1,"[""aff_07e60caea64fcd26""]"
29481898,Bernabeu R,"[""Bernabeu R""]",1,"[""aff_1977e38a2e737773""]"
29481898,Faillace M,"[""Faillace M P""]",1,"[""aff_17b1544dfcd34f05""]"
29481898,Pisera-Fuster A,"[""Pisera-Fuster A""]",1,"[""aff_17b1544dfcd34f05""]"
29483033,Albanese A,"[""Albanese Adriana""]",1,"[""aff_b69492c275830c1d""]"
29483033,Amaral M,"[""Amaral Maria Marta""]",1,"[""aff_b69492c275830c1d""]"
29483033,Cataldi A,"[""Cataldi Angel""]",1,"[""aff_1f559e033880a58d""]"
29483033,Fernandez Brando R,"[""Fernandez Brando Romina""]",1,"[""aff_9812952286c5f04c""]"
29483033,Fiorentino G,"[""Fiorentino Gabriela""]",1,"[""aff_9812952286c5f04c""]"
29483033,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_72422198be497618""]"
29483033,Mercado E,"[""Mercado Elsa C""]",1,"[""aff_1c30aae8b4374179""]"
29483033,Palermo M,"[""Palermo Marina S""]",1,"[""aff_9812952286c5f04c""]"
29483033,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_b69492c275830c1d""]"
29483033,Seyahian E,"[""Seyahian E Abril""]",1,"[""aff_b69492c275830c1d""]"
29483033,Vilte D,"[""Vilte Daniel A""]",1,"[""aff_1c30aae8b4374179""]"
29483033,Zotta E,"[""Zotta Elsa""]",1,"[""aff_b69492c275830c1d""]"
29494356,Bellizzi Y,"[""Bellizzi Yanina""]",1,"[""aff_905e8c1354140ed4""]"
29494356,Blank V,"[""Blank Viviana""]",1,"[""aff_905e8c1354140ed4""]"
29494356,Boggian D,"[""Boggián Dora B""]",1,"[""aff_89c34679d0842218""]"
29494356,Cornier P,"[""Cornier Patricia G""]",1,"[""aff_89c34679d0842218""]"
29494356,Delpiccolo C,"[""Delpiccolo Carina M L""]",1,"[""aff_89c34679d0842218""]"
29494356,Mata E,"[""Mata Ernesto G""]",1,"[""aff_89c34679d0842218""]"
29494356,Roguin L,"[""Roguin Leonor P""]",1,"[""aff_905e8c1354140ed4""]"
29494356,Zotta E,"[""Zotta Elsa""]",1,"[""aff_feca71874502ddeb""]"
29567477,Alejandra R,"[""Alejandra Reca""]",1,"[""aff_a4de4d80af177a8d""]"
29567477,Alicia E D,"[""Alicia E Damiano""]",1,"[""aff_e8f368907b06c48c""]"
29567477,Natalia S,"[""Natalia Szpilbarg""]",1,"[""aff_a4de4d80af177a8d""]"
29605667,Bartolomei F,"[""Bartolomei F""]",1,"[""aff_2a78f560666218b0""]"
29605667,Benar C,"[""Bénar C-G""]",1,"[""aff_b0f505531f28eade""]"
29605667,Carron R,"[""Carron R""]",1,"[""aff_f841012a45757f76""]"
29605667,Colombet B,"[""Colombet B""]",1,"[""aff_c7f9af714aaa01ee""]"
29605667,Lagarde S,"[""Lagarde S""]",1,"[""aff_2a78f560666218b0""]"
29605667,Medina Villalon S,"[""Medina Villalon S""]",1,"[""aff_2a78f560666218b0""]"
29605667,Paz R,"[""Paz R""]",1,"[""aff_12767b187b9ad69d""]"
29605667,Pizzo F,"[""Pizzo F""]",1,"[""aff_c7f9af714aaa01ee""]"
29605667,Roehri N,"[""Roehri N""]",1,"[""aff_c7f9af714aaa01ee""]"
29669277,Alvarez R,"[""Alvarez Rodrigo Javier""]",1,"[""aff_9225b2cafc9a7fb7""]"
29669277,Avale M,"[""Avale María Elena""]",1,"[""aff_293d3be8c45688f9""]"
29669277,Belforte J,"[""Belforte Juan Emilio""]",1,"[""aff_9225b2cafc9a7fb7""]"
29669277,Damianich A,"[""Damianich Ana""]",1,"[""aff_d93d0f9178421df9""]"
29669277,Espindola S,"[""Espíndola Sonia Lorena""]",1,"[""aff_d93d0f9178421df9""]"
29669277,Ferrario J,"[""Ferrario Juan Esteban""]",1,"[""aff_c4864a4516659cf9""]"
29669277,Gallo J,"[""Gallo Jean-Marc""]",1,"[""aff_ccfbcf2499463b23""]"
29669277,Sartor M,"[""Sartor Manuela""]",1,"[""aff_d93d0f9178421df9""]"
29717980,Bekinschtein P,"[""Bekinschtein Pedro""]",2,"[""aff_440939cae05a1692"", ""aff_9fbfaf455eb379d0""]"
29717980,Gallo F,"[""Gallo Francisco Tomás""]",2,"[""aff_440939cae05a1692"", ""aff_9fbfaf455eb379d0""]"
29717980,Miranda M,"[""Miranda Magdalena""]",2,"[""aff_440939cae05a1692"", ""aff_9fbfaf455eb379d0""]"
29717980,Morici J,"[""Morici Juan Facundo""]",2,"[""aff_1743cc8c7020d2af"", ""aff_9fbfaf455eb379d0""]"
29717980,Weisstaub N,"[""Weisstaub Noelia V""]",2,"[""aff_1743cc8c7020d2af"", ""aff_9fbfaf455eb379d0""]"
29717980,Zanoni B,"[""Zanoni Belén""]",1,"[""aff_9fbfaf455eb379d0""]"
29755331,Gallo F,"[""Gallo Francisco T""]",1,"[""aff_8bea95437be40bba""]"
29755331,Katche C,"[""Katche Cynthia""]",1,"[""aff_98a8b450e5e90100""]"
29755331,Medina J,"[""Medina Jorge H""]",2,"[""aff_55c20d3f08a996dc"", ""aff_98a8b450e5e90100""]"
29755331,Morici J,"[""Morici Juan F""]",1,"[""aff_8bea95437be40bba""]"
29755331,Weisstaub N,"[""Weisstaub Noelia V""]",1,"[""aff_8bea95437be40bba""]"
29758221,Diaz A,"[""Díaz Analía López""]",1,"[""aff_68b60e7c3529cc40""]"
29758221,Etchenique R,"[""Etchenique Roberto""]",1,"[""aff_eadad6dc2729ba0a""]"
29758221,Murer M,"[""Murer Mario Gustavo""]",1,"[""aff_68b60e7c3529cc40""]"
29758221,Paz R,"[""Paz Rodrigo Manuel""]",1,"[""aff_68b60e7c3529cc40""]"
29758221,Rela L,"[""Rela Lorena""]",1,"[""aff_fa046458e8cdf994""]"
29758221,Stahl A,"[""Stahl Agostina""]",1,"[""aff_68b60e7c3529cc40""]"
29758221,Tubert C,"[""Tubert Cecilia""]",1,"[""aff_68b60e7c3529cc40""]"
29774754,Carbone S,"[""Carbone S""]",2,"[""aff_3813dc13e55ed604"", ""aff_cde3ccd212863f06""]"
29774754,Cutrera R,"[""Cutrera R A""]",1,"[""aff_3813dc13e55ed604""]"
