pmid,autor,nombres_originales,n_filiaciones,filiacion_ids
31690927,Arzi A,"[""Arzi Anat""]",1,"[""aff_bd0565296f830634""]"
31690927,Bekinschtein T,"[""Bekinschtein Tristan A""]",1,"[""aff_bd0565296f830634""]"
31690927,Canales-Johnson A,"[""Canales-Johnson Andrés""]",3,"[""aff_4656262f6a966ae5"", ""aff_bd0565296f830634"", ""aff_cfa784efefbd3363""]"
31690927,Merlo E,"[""Merlo Emiliano""]",3,"[""aff_bd0565296f830634"", ""aff_bffecf569eede212"", ""aff_c33b723d22027459""]"
31703347,Alvarez R,"[""Álvarez Romina S""]",1,"[""aff_c279eecb7c53fe7c""]"
31703347,Amaral M,"[""Amaral María M""]",1,"[""aff_c279eecb7c53fe7c""]"
31703347,Garimano N,"[""Garimano Nicolás""]",1,"[""aff_c279eecb7c53fe7c""]"
31703347,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_c279eecb7c53fe7c""]"
31703347,Jancic C,"[""Jancic Carolina""]",2,"[""aff_2d69482a1f682698"", ""aff_ec9263af2a63066f""]"
31703347,Paton A,"[""Paton Adrienne W""]",1,"[""aff_2b43aaeeb6afe199""]"
31703347,Paton J,"[""Paton James C""]",1,"[""aff_2b43aaeeb6afe199""]"
31703347,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_c279eecb7c53fe7c""]"
31780897,Acosta L,"[""Acosta Luis Ernesto""]",1,"[""aff_820dd8b50756cf0a""]"
31780897,Brocardo L,"[""Brocardo Lucila""]",1,"[""aff_820dd8b50756cf0a""]"
31780897,Piantanida A,"[""Piantanida Ana Paula""]",1,"[""aff_820dd8b50756cf0a""]"
31780897,Rela L,"[""Rela Lorena""]",1,"[""aff_820dd8b50756cf0a""]"
31811544,Beltramone N,"[""Beltramone Natalia""]",1,"[""aff_8e0dcfbdde3acbf1""]"
31811544,Capurro C,"[""Capurro Claudia""]",1,"[""aff_8e0dcfbdde3acbf1""]"
31811544,Di Giusto G,"[""Di Giusto Gisela""]",1,"[""aff_8e0dcfbdde3acbf1""]"
31811544,Ford P,"[""Ford Paula""]",1,"[""aff_8e0dcfbdde3acbf1""]"
31811544,Mazzocchi M,"[""Mazzocchi Marina""]",1,"[""aff_8e0dcfbdde3acbf1""]"
31811544,Pizzoni A,"[""Pizzoni Alejandro""]",1,"[""aff_8e0dcfbdde3acbf1""]"
31811544,Porta M,"[""Porta Micaela""]",1,"[""aff_8e0dcfbdde3acbf1""]"
31811544,Rivarola V,"[""Rivarola Valeria""]",2,"[""aff_97ad00359151f0d9"", ""aff_c0fdbf20a931d58e""]"
31824869,Amaral M,"[""Amaral María Marta""]",1,"[""aff_cdbb1eda16a801a4""]"
31824869,Garimano N,"[""Garimano Nicolás""]",1,"[""aff_cdbb1eda16a801a4""]"
31824869,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_cdbb1eda16a801a4""]"
31833146,Garcia-Sanz P,"[""García-Sanz Patricia""]",2,"[""aff_60f30097ab50e683"", ""aff_be102b1b3275f070""]"
31833146,Granado N,"[""Granado Noelia""]",2,"[""aff_60f30097ab50e683"", ""aff_be102b1b3275f070""]"
31833146,Maldonado R,"[""Maldonado Rafael""]",1,"[""aff_eab109220248ecf3""]"
31833146,Martin A,"[""Martín Ana B""]",1,"[""aff_60f30097ab50e683""]"
31833146,Moratalla R,"[""Moratalla Rosario""]",2,"[""aff_60f30097ab50e683"", ""aff_be102b1b3275f070""]"
31833146,Murer M,"[""Murer M Gustavo""]",1,"[""aff_69246669b16f6648""]"
31833146,Podlesniy P,"[""Podlesniy Petar""]",1,"[""aff_be102b1b3275f070""]"
31833146,Sanz-Magro A,"[""Sanz-Magro Adrián""]",2,"[""aff_60f30097ab50e683"", ""aff_be102b1b3275f070""]"
31833146,Solis O,"[""Solís Oscar""]",2,"[""aff_60f30097ab50e683"", ""aff_be102b1b3275f070""]"
31833146,Trullas R,"[""Trullas Ramón""]",1,"[""aff_be102b1b3275f070""]"
31848934,Bernabeu R,"[""Bernabeu Ramon""]",1,"[""aff_cd74bd63a705e75e""]"
31848934,Faillace M,"[""Faillace Maria Paula""]",1,"[""aff_b737eea56003048c""]"
31848934,Pisera-Fuster A,"[""Pisera-Fuster Antonella""]",1,"[""aff_b737eea56003048c""]"
31956716,Cacciagiu L,"[""Cacciagiu Leornardo""]",1,"[""aff_423939ff39b40143""]"
31956716,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_385bd095785cb599"", ""aff_d21c583e5bd869a9""]"
31956716,Seyahian E,"[""Seyahian Erika A""]",2,"[""aff_d21c583e5bd869a9"", ""aff_ea4d4de5fbb3ba02""]"
31956716,Zotta E,"[""Zotta Elsa""]",2,"[""aff_d21c583e5bd869a9"", ""aff_ea4d4de5fbb3ba02""]"
31997350,Bernabeu R,"[""Bernabeu Ramón O""]",2,"[""aff_30c8abd41e24c198"", ""aff_3c1f1aa6a5d6ee60""]"
31997350,Faillace M,"[""Faillace María Paula""]",2,"[""aff_30c8abd41e24c198"", ""aff_3c1f1aa6a5d6ee60""]"
31997350,Medrano M,"[""Medrano Matías P""]",1,"[""aff_3c1f1aa6a5d6ee60""]"
31997350,Pisera-Fuster A,"[""Pisera-Fuster Antonella""]",1,"[""aff_3c1f1aa6a5d6ee60""]"
31998083,Belluscio M,"[""Belluscio Mariano""]",1,"[""aff_66dd77edcd6a5e28""]"
31998083,Bertone-Cueto N,"[""Bertone-Cueto Nicolas Iván""]",1,"[""aff_66dd77edcd6a5e28""]"
31998083,Garcia-Violini D,"[""García-Violini Demian""]",1,"[""aff_ea371a1149398891""]"
31998083,Herreras O,"[""Herreras Oscar""]",1,"[""aff_572ba837bf994c2f""]"
31998083,Makarova J,"[""Makarova Julia""]",1,"[""aff_572ba837bf994c2f""]"
31998083,Mosqueira A,"[""Mosqueira Alejo""]",1,"[""aff_66dd77edcd6a5e28""]"
31998083,Piriz J,"[""Piriz Joaquin""]",1,"[""aff_66dd77edcd6a5e28""]"
31998083,Sanchez-Pena R,"[""Sánchez-Peña Ricardo""]",1,"[""aff_ea371a1149398891""]"
32061044,Amaro E,"[""Amaro Edson""]",1,"[""aff_f86b287d24626deb""]"
32061044,Armony J,"[""Armony Jorge L""]",1,"[""aff_c7baf880766003b8""]"
32061044,Della-Maggiore V,"[""Della-Maggiore Valeria""]",1,"[""aff_1183af058051246d""]"
32061044,Doyon J,"[""Doyon Julien""]",1,"[""aff_0cff9a85c87f91e3""]"
32061044,Jacobacci F,"[""Jacobacci Florencia""]",1,"[""aff_1183af058051246d""]"
32061044,Jovicich J,"[""Jovicich Jorge""]",1,"[""aff_4600d82a5c47f5e7""]"
32061044,Lerner G,"[""Lerner Gonzalo""]",1,"[""aff_1183af058051246d""]"
32061348,Damiano A,"[""Damiano Alicia E""]",1,"[""aff_8dc9e313e2031740""]"
32077828,Goldstein J,"[""Goldstein Jorge""]",1,"[""aff_faf540c2573f346c""]"
32077828,Nunez-Goluboay K,"[""Nuñez-Goluboay Krista""]",1,"[""aff_faf540c2573f346c""]"
32077828,Pinto A,"[""Pinto Alipio""]",1,"[""aff_faf540c2573f346c""]"
32129110,Barragan-Zuniga L,"[""Barragán-Zúñiga L Jazel""]",1,"[""aff_7f5ceab98bd48c7c""]"
32129110,Blanco-Castaneda R,"[""Blanco-Castañeda Ricardo""]",1,"[""aff_7f5ceab98bd48c7c""]"
32129110,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_8266523032086167"", ""aff_97b628f7572875f9""]"
32129110,Escudero C,"[""Escudero Carlos""]",1,"[""aff_530e56ab21633014""]"
32129110,Galaviz-Hernandez C,"[""Galaviz-Hernández Carlos""]",1,"[""aff_7f5ceab98bd48c7c""]"
32129110,Giachini F,"[""Giachini Fernanda R""]",1,"[""aff_0a7ad559aae333cd""]"
32129110,Lima V,"[""Lima Victor Vitorino""]",1,"[""aff_0a7ad559aae333cd""]"
32129110,Martinez-Aguilar G,"[""Martínez-Aguilar Gerardo""]",1,"[""aff_444da710e7e3a0d4""]"
32129110,Sosa-Macias M,"[""Sosa-Macías Martha""]",1,"[""aff_7f5ceab98bd48c7c""]"
32129110,Souto P,"[""Souto Paula C S""]",1,"[""aff_0a7ad559aae333cd""]"
32133494,Albert S,"[""Albert Scott""]",1,"[""aff_f2199c8d0ab9cd8d""]"
32133494,Caffaro P,"[""Caffaro Pedro A""]",1,"[""aff_e8712180426908e2""]"
32133494,Della-Maggiore V,"[""Della-Maggiore Valeria""]",1,"[""aff_e8712180426908e2""]"
32133494,Jacobacci F,"[""Jacobacci Florencia""]",1,"[""aff_e8712180426908e2""]"
32133494,Lerner G,"[""Lerner Gonzalo""]",1,"[""aff_e8712180426908e2""]"
32133494,Shadmehr R,"[""Shadmehr Reza""]",1,"[""aff_f2199c8d0ab9cd8d""]"
32133494,Villalta J,"[""Villalta Jorge I""]",1,"[""aff_e8712180426908e2""]"
32205341,Alvarez R,"[""Alvarez Rodrigo J""]",1,"[""aff_9797d0364a7cdf00""]"
32205341,Belforte J,"[""Belforte Juan E""]",1,"[""aff_8d11b78b5dd36377""]"
32205341,Pafundo D,"[""Pafundo Diego E""]",1,"[""aff_9797d0364a7cdf00""]"
32205341,Zold C,"[""Zold Camila L""]",1,"[""aff_9797d0364a7cdf00""]"
32259636,Bartke A,"[""Bartke Andrzej""]",1,"[""aff_18205d6edd2b2f30""]"
32259636,Cicconi N,"[""Cicconi Nadia S""]",1,"[""aff_e8602aefcfb8d864""]"
32259636,Fang Y,"[""Fang Yimin""]",1,"[""aff_18205d6edd2b2f30""]"
32259636,Freund T,"[""Freund Thomas""]",1,"[""aff_e8602aefcfb8d864""]"
32259636,Frungieri M,"[""Frungieri Mónica B""]",1,"[""aff_4f2177fa655b62ce""]"
32259636,Gonzalez L,"[""González Lorena""]",1,"[""aff_e8602aefcfb8d864""]"
32259636,Matzkin M,"[""Matzkin María E""]",1,"[""aff_18a3d469a2a0fe29""]"
32259636,Mccallum G,"[""Mccallum Gregorio J""]",1,"[""aff_e8602aefcfb8d864""]"
32259636,Micucci G,"[""Micucci Giannina P""]",1,"[""aff_e8602aefcfb8d864""]"
32259636,Miquet J,"[""Miquet Johanna G""]",1,"[""aff_0a22ef151a307c94""]"
32259636,Muia N,"[""Muia Nadia V""]",1,"[""aff_e8602aefcfb8d864""]"
32259636,Piazza V,"[""Piazza Verónica G""]",1,"[""aff_e8602aefcfb8d864""]"
32259636,Sotelo A,"[""Sotelo Ana I""]",1,"[""aff_e8602aefcfb8d864""]"
32259636,Valquinta S,"[""Valquinta Sofía""]",1,"[""aff_e8602aefcfb8d864""]"
32259636,Zotta E,"[""Zotta Elsa""]",1,"[""aff_8de126b4ebcdf021""]"
32282322,Azurmendi P,"[""Azurmendi Pablo J""]",1,"[""aff_0097f4bcedede33a""]"
32282322,Di Ciano L,"[""Di Ciano Luis A""]",1,"[""aff_0097f4bcedede33a""]"
32282322,Ibarra F,"[""Ibarra Fernando R""]",2,"[""aff_0097f4bcedede33a"", ""aff_9ec6aa0ef09fca2b""]"
32282322,Oddo E,"[""Oddo Elisabet M""]",1,"[""aff_0097f4bcedede33a""]"
32282322,Sanchez D,"[""Sánchez Daiana S""]",1,"[""aff_9ec6aa0ef09fca2b""]"
32282322,Silberstein C,"[""Silberstein Claudia""]",1,"[""aff_9ec6aa0ef09fca2b""]"
32282322,Vlachovsky S,"[""Vlachovsky Sandra G""]",1,"[""aff_98a86fe576cd0cfc""]"
32302030,Murer M,"[""Murer Mario Gustavo""]",1,"[""aff_aed0f3e022116958""]"
32302030,Tubert C,"[""Tubert Cecilia""]",1,"[""aff_aed0f3e022116958""]"
32308155,Ballarini F,"[""Ballarini Fabricio""]",1,"[""aff_64beae1b9ddd007f""]"
32308155,Berardino B,"[""Berardino Bruno G""]",1,"[""aff_b13d846ff93b3702""]"
32308155,Canepa E,"[""Cánepa Eduardo T""]",1,"[""aff_b13d846ff93b3702""]"
32308155,Chertoff M,"[""Chertoff Mariela""]",1,"[""aff_b13d846ff93b3702""]"
32308155,Igaz L,"[""Igaz Lionel M""]",1,"[""aff_cfb4102381436be0""]"
32311511,Alsina R,"[""Alsina Ramiro""]",1,"[""aff_6404da7241215457""]"
32311511,Bello E,"[""Bello Estefanía Pilar""]",1,"[""aff_24d08dca71002849""]"
32311511,Bumaschny V,"[""Bumaschny Viviana Florencia""]",1,"[""aff_2015c56965ebf48c""]"
32311511,Ferran J,"[""Ferrán José Luis""]",1,"[""aff_82438d989000fa04""]"
32311511,Rubinstein M,"[""Rubinstein Marcelo""]",1,"[""aff_1c9413fd0141924e""]"
32311511,Tavella M,"[""Tavella María Belén""]",1,"[""aff_f1a607a1a6c11477""]"
32311511,Trotta M,"[""Trotta Milagros""]",1,"[""aff_e18c4f516eb78541""]"
32319840,Lino-de-Oliveira C,"[""Lino-de-Oliveira Cilene""]",2,"[""aff_22520c387a4f4e3b"", ""aff_e81b046ac1ffcf76""]"
32319840,Pagani M,"[""Pagani Mario Rafael""]",1,"[""aff_b1895623d35d2225""]"
32319840,Ramirez M,"[""Ramirez Mauro Federico""]",1,"[""aff_b1895623d35d2225""]"
32319840,Ramos-Hryb A,"[""Ramos-Hryb Ana Belén""]",2,"[""aff_b1895623d35d2225"", ""aff_e81b046ac1ffcf76""]"
32360730,Cattaneo V,"[""Cattaneo Verónica""]",1,"[""aff_6b576d5b0664421b""]"
32360730,Gelb B,"[""Gelb Bruce D""]",1,"[""aff_5050b8b935129963""]"
32360730,Lew S,"[""Lew Sergio E""]",1,"[""aff_b0c1ac48a9081a49""]"
32360730,Pagani M,"[""Pagani Mario R""]",1,"[""aff_2f34fecc1226ccb1""]"
32360730,San Martin A,"[""San Martin Alvaro""]",1,"[""aff_6b576d5b0664421b""]"
32482148,Agudelo O,"[""Agudelo Olga""]",1,"[""aff_cc397ca953abf2bc""]"
32482148,Alvarez A,"[""Alvarez Angela M""]",1,"[""aff_3e239ecd11c68bf1""]"
32482148,Ayala-Ramirez P,"[""Ayala-Ramírez Paola""]",1,"[""aff_09404bf9fd3ac417""]"
32482148,Borbely A,"[""Borbely Alexandre U""]",1,"[""aff_7f7b3a8d4619a861""]"
32482148,Bueno J,"[""Bueno Julio""]",1,"[""aff_3e239ecd11c68bf1""]"
32482148,Cadavid A,"[""Cadavid Angela""]",1,"[""aff_3e239ecd11c68bf1""]"
32482148,Damiano A,"[""Damiano Alicia E""]",2,"[""aff_5f7e79808111e878"", ""aff_843454e9a23523a6""]"
32482148,Escudero C,"[""Escudero Carlos""]",1,"[""aff_edfe414206641179""]"
32482148,Giachini F,"[""Giachini Fernanda R""]",1,"[""aff_aafb0bfb5a59b00e""]"
32482148,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_843454e9a23523a6""]"
32482148,Lima V,"[""Lima Victor V""]",1,"[""aff_aafb0bfb5a59b00e""]"
32482148,Ribeiro I,"[""Ribeiro Isabela Moreti""]",1,"[""aff_aafb0bfb5a59b00e""]"
32482148,Robles R,"[""Robles Reggie García""]",1,"[""aff_bf32adc63b02a4dc""]"
32482148,Sacerdoti F,"[""Sacerdoti Flavia""]",1,"[""aff_bd715a28dd32a242""]"
32482148,Souto P,"[""Souto Paula Cristina Souza""]",1,"[""aff_aafb0bfb5a59b00e""]"
32482148,Szasz T,"[""Szasz Theodora""]",1,"[""aff_ce97353cc7df7a12""]"
32482148,Tanabe E,"[""Tanabe Eloiza Lopes Lira""]",1,"[""aff_7f7b3a8d4619a861""]"
32525252,Basika T,"[""Basika Tatiana""]",1,"[""aff_64f221c26c55594e""]"
32525252,Bollati-Fogolin M,"[""Bollati-Fogolin Mariela""]",1,"[""aff_64f221c26c55594e""]"
32525252,Chiarante N,"[""Chiarante Nicolás""]",1,"[""aff_ec7689683f616975""]"
32525252,Daghero H,"[""Daghero Hellen""]",1,"[""aff_64f221c26c55594e""]"
32525252,Duhalde Vega M,"[""Duhalde Vega Maite""]",1,"[""aff_ec7689683f616975""]"
32525252,Garcia Vior M,"[""García Vior María C""]",1,"[""aff_ec7689683f616975""]"
32525252,Marino J,"[""Marino Julieta""]",1,"[""aff_ec7689683f616975""]"
32525252,Roguin L,"[""Roguin Leonor P""]",1,"[""aff_ec7689683f616975""]"
32525252,Valli F,"[""Valli Federico""]",1,"[""aff_ec7689683f616975""]"
32525252,Zotta E,"[""Zotta Elsa""]",1,"[""aff_c47e928d755ee59e""]"
32900965,Amaro E,"[""Amaro Edson""]",1,"[""aff_e3bfc85e43d4e4f1""]"
32900965,Armony J,"[""Armony Jorge L""]",1,"[""aff_caab25ef355bdab1""]"
32900965,Della-Maggiore V,"[""Della-Maggiore Valeria""]",1,"[""aff_22dff2e49acff8fe""]"
32900965,Doyon J,"[""Doyon Julien""]",2,"[""aff_9d17263d51f9eea6"", ""aff_b0d9700e05a40eed""]"
32900965,Jacobacci F,"[""Jacobacci Florencia""]",1,"[""aff_ea38277a345f79cb""]"
32900965,Jovicich J,"[""Jovicich Jorge""]",1,"[""aff_f6703c9a1576ad03""]"
32900965,Lerner G,"[""Lerner Gonzalo""]",1,"[""aff_ea38277a345f79cb""]"
32900965,Yeffal A,"[""Yeffal Abraham""]",1,"[""aff_ea38277a345f79cb""]"
33094506,Alvarez C,"[""Alvarez Cora L""]",1,"[""aff_ee78c5dc732716af""]"
33094506,Bazzi Z,"[""Bazzi Zaher""]",1,"[""aff_ee78c5dc732716af""]"
33094506,Capurro C,"[""Capurro Claudia""]",1,"[""aff_55bd043e8c0c9815""]"
33094506,Di Giusto G,"[""Di Giusto Gisela""]",1,"[""aff_55bd043e8c0c9815""]"
33094506,Ford P,"[""Ford Paula""]",1,"[""aff_55bd043e8c0c9815""]"
33094506,Pizzoni A,"[""Pizzoni Alejandro""]",1,"[""aff_55bd043e8c0c9815""]"
33094506,Rivarola V,"[""Rivarola Valeria""]",1,"[""aff_55bd043e8c0c9815""]"
33094506,Schwarzbaum P,"[""Schwarzbaum Pablo J""]",1,"[""aff_ee78c5dc732716af""]"
33126049,Accialini P,"[""Accialini Paula""]",1,"[""aff_f1e02530988b347e""]"
33126049,Etcheverry T,"[""Etcheverry Tomás""]",1,"[""aff_ec1c88cdb09fc0ec""]"
33126049,Farina M,"[""Farina Mariana""]",1,"[""aff_f1e02530988b347e""]"
33126049,Loureiro F,"[""Loureiro Florencia""]",1,"[""aff_f1e02530988b347e""]"
33126049,Martinez N,"[""Martínez Nora""]",1,"[""aff_665c8fe278a7bc9e""]"
33126049,Palligas M,"[""Palligas Marcos""]",1,"[""aff_1409abf96921209a""]"
33126049,Saraco N,"[""Saraco Nora""]",1,"[""aff_1409abf96921209a""]"
33240056,Belluscio M,"[""Belluscio Mariano Andres""]",2,"[""aff_aa7a38c296ccdcdb"", ""aff_e93d2dd2b4d7a5f8""]"
33240056,Camera A,"[""Cámera Alejandro""]",1,"[""aff_b272151555cf1e20""]"
33240056,Tomsic D,"[""Tomsic Daniel""]",2,"[""aff_1ac9a29bb43f178e"", ""aff_b272151555cf1e20""]"
33307182,Blake M,"[""Blake M G""]",1,"[""aff_9a13372647178713""]"
33307182,Boccia M,"[""Boccia M M""]",1,"[""aff_1e11e073b9333a57""]"
33307182,Krawczyk M,"[""Krawczyk M C""]",1,"[""aff_9b74209c508060b1""]"
33307182,Millan J,"[""Millan J""]",1,"[""aff_9b74209c508060b1""]"
33363456,Blaustein M,"[""Blaustein Matías""]",1,"[""aff_c7bad83102694fd9""]"
33363456,Charif S,"[""Charif Santiago E""]",1,"[""aff_aed0f3e022116958""]"
33363456,Igaz L,"[""Igaz Lionel M""]",1,"[""aff_aed0f3e022116958""]"
33363456,Luchelli L,"[""Luchelli Luciana""]",1,"[""aff_aed0f3e022116958""]"
33363456,Vila A,"[""Vila Antonella""]",1,"[""aff_c7bad83102694fd9""]"
33519685,Berni J,"[""Berni Jimena""]",2,"[""aff_44da268f6a3e1f4b"", ""aff_94afcea4d4eef6dd""]"
33519685,Dare S,"[""Dare Samuel S""]",2,"[""aff_3a479c80ad9dea31"", ""aff_5ad4e32ad814566f""]"
33519685,Ekanem P,"[""Ekanem Peter E""]",1,"[""aff_4cb8178dc63a3ab9""]"
33519685,Hu N,"[""Hu Nan""]",1,"[""aff_94afcea4d4eef6dd""]"
33519685,Merlo E,"[""Merlo Emiliano""]",2,"[""aff_091dc03894b4b08c"", ""aff_a4ff206b0bd58fe9""]"
33519685,Rodriguez Curt J,"[""Rodriguez Curt Jesus""]",2,"[""aff_44da268f6a3e1f4b"", ""aff_94afcea4d4eef6dd""]"
33547844,Amarillo Y,"[""Amarillo Yimy""]",1,"[""aff_aef56c46035996e3""]"
33547844,Murer M,"[""Murer Mario Gustavo""]",1,"[""aff_37c4a1ceb20e96d3""]"
33547844,Paz R,"[""Paz Rodrigo Manuel""]",1,"[""aff_37c4a1ceb20e96d3""]"
33547844,Rela L,"[""Rela Lorena""]",1,"[""aff_37c4a1ceb20e96d3""]"
33547844,Stahl A,"[""Stahl Agostina Monica""]",1,"[""aff_37c4a1ceb20e96d3""]"
33547844,Tubert C,"[""Tubert Cecilia""]",1,"[""aff_37c4a1ceb20e96d3""]"
33685676,Amaral M,"[""Amaral M M""]",1,"[""aff_b1421dcf015553be""]"
33685676,Badin E,"[""Badin E E""]",1,"[""aff_632cc1ec5be1f5d5""]"
33685676,Bernal A,"[""Bernal A M""]",1,"[""aff_4db2143187e67449""]"
33685676,Cataldi A,"[""Cataldi A A""]",1,"[""aff_9a1519a28f3472e0""]"
33685676,Diaz Vergara L,"[""Diaz Vergara L I""]",1,"[""aff_632cc1ec5be1f5d5""]"
33685676,Garimano N,"[""Garimano N""]",1,"[""aff_b1421dcf015553be""]"
33685676,Gonzalez D,"[""Gonzalez D D""]",1,"[""aff_0c86d5e689f513e2""]"
33685676,Ibarra C,"[""Ibarra C""]",1,"[""aff_b1421dcf015553be""]"
33685676,Kim A,"[""Kim A D""]",1,"[""aff_b1421dcf015553be""]"
33685676,Larzabal M,"[""Larzabal M""]",1,"[""aff_9a1519a28f3472e0""]"
33685676,Lespinard A,"[""Lespinard A R""]",1,"[""aff_632cc1ec5be1f5d5""]"
33685676,Montenegro M,"[""Montenegro M A""]",1,"[""aff_632cc1ec5be1f5d5""]"
33685676,Palermo M,"[""Palermo M S""]",1,"[""aff_4db2143187e67449""]"
33685676,Porporatto C,"[""Porporatto C""]",1,"[""aff_632cc1ec5be1f5d5""]"
33685676,Sacerdoti F,"[""Sacerdoti F""]",1,"[""aff_edb02fd4a69e9e96""]"
33685676,Sodero S,"[""Sodero S""]",1,"[""aff_632cc1ec5be1f5d5""]"
33692740,Collavini S,"[""Collavini Santiago""]",3,"[""aff_37f5451bedadbaf9"", ""aff_54ea707af7991ac4"", ""aff_d4d4e25992912100""]"
33692740,Deleglise A,"[""Deleglise Alvaro""]",1,"[""aff_ee004d8f39a6362f""]"
33692740,Donnelly-Kehoe P,"[""Donnelly-Kehoe Patricio Andres""]",1,"[""aff_d92108e5a201e116""]"
33692740,Kochen S,"[""Kochen Silvia""]",1,"[""aff_37f5451bedadbaf9""]"
33692740,Nasimbera A,"[""Nasimbera Alejandro Hugo""]",2,"[""aff_218bce40e9121f2c"", ""aff_37f5451bedadbaf9""]"
33692740,Pascariello G,"[""Pascariello Guido Orlando""]",1,"[""aff_d92108e5a201e116""]"
33692740,Princich J,"[""Princich Juan Pablo""]",2,"[""aff_37f5451bedadbaf9"", ""aff_56e1a3e2090a5144""]"
33692740,Seoane P,"[""Seoane Pablo""]",2,"[""aff_218bce40e9121f2c"", ""aff_37f5451bedadbaf9""]"
33692740,Vallejo-Azar M,"[""Vallejo-Azar Mariana Nahir""]",1,"[""aff_37f5451bedadbaf9""]"
33692740,Veron Do Santos J,"[""Veron Do Santos Jose Gabriel""]",1,"[""aff_37f5451bedadbaf9""]"
33703954,Aguiar A,"[""Aguiar Anna C C""]",1,"[""aff_2dc5cd1ce2805174""]"
33703954,Aguilar L,"[""Aguilar Luis F""]",1,"[""aff_08117b784c69e778""]"
33703954,Asis S,"[""Asís Silvia E""]",1,"[""aff_28c50e49d737513d""]"
33703954,Casal J,"[""Casal Juan J""]",2,"[""aff_28c50e49d737513d"", ""aff_3f88cb2aa79b5c16""]"
33703954,Gonzalez L,"[""González Lucía G""]",1,"[""aff_28c50e49d737513d""]"
33703954,Guido R,"[""Guido Rafael V C""]",1,"[""aff_2dc5cd1ce2805174""]"
33703954,Luczywo A,"[""Luczywo Ayelen""]",1,"[""aff_28c50e49d737513d""]"
33703954,Mellado M,"[""Mellado Marco""]",1,"[""aff_08117b784c69e778""]"
33703954,Oliva G,"[""Oliva Glaucius""]",1,"[""aff_2dc5cd1ce2805174""]"
33703954,Oliveira de Souza J,"[""Oliveira de Souza Juliana""]",1,"[""aff_2dc5cd1ce2805174""]"
33703954,Souza G,"[""Souza Guilherme E""]",1,"[""aff_2dc5cd1ce2805174""]"
33722403,Colazo A,"[""Colazo Anabella""]",1,"[""aff_a966b07114e8a21b""]"
33722403,Liern M,"[""Liern Miguel""]",1,"[""aff_da3d7af85826b9b8""]"
33722403,Vallejo G,"[""Vallejo Graciela""]",1,"[""aff_a966b07114e8a21b""]"
33722403,Zotta E,"[""Zotta Elsa""]",1,"[""aff_f6d92ce8a4c60f3e""]"
33822178,Belforte J,"[""Belforte Juan E""]",1,"[""aff_418567cbe904acae""]"
33822178,Fulginiti N,"[""Fulginiti Nicolas M""]",1,"[""aff_418567cbe904acae""]"
33822178,Pafundo D,"[""Pafundo Diego E""]",1,"[""aff_418567cbe904acae""]"
33822178,Pretell Annan C,"[""Pretell Annan Carlos A""]",1,"[""aff_418567cbe904acae""]"
33906140,Casal J,"[""Casal Juan José""]",1,"[""aff_e57bd25823407c33""]"
33906140,Dorr R,"[""Dorr Ricardo A""]",1,"[""aff_0a4eb0fde292260f""]"
33906140,Toriano R,"[""Toriano Roxana""]",1,"[""aff_e57bd25823407c33""]"
34048797,Murer M,"[""Murer Mario Gustavo""]",1,"[""aff_f2fcc23aa8135766""]"
34048797,Paz R,"[""Paz Rodrigo Manuel""]",1,"[""aff_eac148e69962caa0""]"
34155339,Amaral M,"[""Amaral María M""]",1,"[""aff_eccbdadbeef75264""]"
34155339,Balestracci A,"[""Balestracci Alejandro""]",1,"[""aff_d88b79c46f76ceb0""]"
34155339,Fischer Sigel L,"[""Fischer Sigel Lilian K""]",1,"[""aff_936ddcbaf06122e1""]"
34155339,Ibarra C,"[""Ibarra Cristina""]",1,"[""aff_eccbdadbeef75264""]"
34155339,Sanchez D,"[""Sánchez Daiana S""]",1,"[""aff_936ddcbaf06122e1""]"
34155339,Silberstein C,"[""Silberstein Claudia""]",1,"[""aff_bb3b558a49ff2cb6""]"
34216588,Alvarez C,"[""Alvarez C L""]",1,"[""aff_f9022101bcfd8588""]"
34216588,Bazzi Z,"[""Bazzi Z""]",1,"[""aff_b7a94c9faf6acf65""]"
34216588,Corradi G,"[""Corradi G""]",1,"[""aff_f9022101bcfd8588""]"
34216588,Faillace M,"[""Faillace M P""]",1,"[""aff_9cbce7eba8d04a16""]"
34216588,Gonzalez-Lebrero R,"[""Gonzalez-Lebrero R""]",1,"[""aff_f9022101bcfd8588""]"
34216588,Hattab C,"[""Hattab C""]",1,"[""aff_cbbca9cfe7401037""]"
34216588,Molineris M,"[""Molineris M Pucci""]",1,"[""aff_b03bdedebbcee639""]"
34216588,Ostuni M,"[""Ostuni M A""]",1,"[""aff_cbbca9cfe7401037""]"
34216588,Rinaldi D,"[""Rinaldi D E""]",1,"[""aff_f9022101bcfd8588""]"
34216588,Schachter J,"[""Schachter J""]",1,"[""aff_f0e68021a8df59f9""]"
34216588,Schwarzbaum P,"[""Schwarzbaum P J""]",1,"[""aff_9ee590976ebfdea8""]"
