Author1,Author2,Weight
Araya J,Eriz-Salinas A,1
Fabi M,Urrutia L,1
Hortas M,Rios Leiva C,1
Hortas M,Roggiero G,1
Araya J,Damiano A,1
Hortas M,Tolin A,1
Fabi M,Hortas M,1
Magliola R,Villalba C,1
Manso P,Pena S,1
Manso P,Murer M,1
Escudero C,Stojanova J,1
Magliola R,Zold C,1
EMSKC Group,Vainstein E,1
Magliola R,Manso P,1
Magliola R,Murer M,1
Magliola R,Pena S,1
Magliola R,Rios Leiva C,1
Magliola R,Roggiero G,1
Escudero P,Moller A,1
Magliola R,Sardella A,1
Magliola R,Sicurello M,1
Fabi M,Goldaracena P,1
Magliola R,Vainstein E,1
EMSKC Group,Villalba C,1
Magliola R,Vaccarello M,1
EMSKC Group,Zold C,1
Magliola R,Urrutia L,1
Magliola R,Triguy J,1
Hortas M,Zold C,1
Manso P,Rios Leiva C,1
Manso P,Roggiero G,1
Manso P,Sardella A,1
Hortas M,Sicurello M,1
Escudero P,Sosa-Macias M,1
Magliola R,Tolin A,1
Araya J,Guzman-Gutierrez E,1
Escudero P,Stojanova J,1
Hortas M,Triguy J,1
Hortas M,Urrutia L,1
Araya J,Mennickent D,1
Fabi M,Gonzalez G,1
Manso P,Vaccarello M,1
Manso P,Urrutia L,1
Manso P,Triguy J,1
Hortas M,Vaccarello M,1
Manso P,Tolin A,1
Hortas M,Vainstein E,1
Manso P,Sicurello M,1
Hortas M,Villalba C,1
EMSKC Group,Vaccarello M,1
Fabi M,Goldsman A,1
Escudero C,on behalf RIVATREM,1
Gonzalez G,Sardella A,1
Castro E,Opazo M,1
Goldaracena P,Triguy J,1
Araujo G,Giachini F,1
Araujo G,Galaviz-Hernandez C,1
Carrasco-Wong I,Gonzalez-Ortiz M,1
Araujo G,Escudero P,1
Araujo G,Escudero C,1
Goldaracena P,Tolin A,1
Goldaracena P,Sicurello M,1
Carrasco-Wong I,Lima V,1
Carrasco-Wong I,Martin S,1
Carrasco-Wong I,Moller A,1
Goldaracena P,Sardella A,1
Goldaracena P,Roggiero G,1
Goldsman A,Triguy J,1
Goldsman A,Urrutia L,1
Araujo G,Damiano A,1
Araujo G,Carrasco-Wong I,1
Riedel C,Rodriguez A,1
Opazo M,Rodriguez A,1
Murer M,Pena S,1
Opazo M,Riedel C,1
Mennickent D,Rodriguez A,1
Mennickent D,Riedel C,1
Mennickent D,Opazo M,1
Guzman-Gutierrez E,Rodriguez A,1
Guzman-Gutierrez E,Riedel C,1
Araujo G,Gonzalez-Ortiz M,1
Goldaracena P,Urrutia L,1
Hortas M,Pena S,1
Goldaracena P,Vaccarello M,1
Goldsman A,Manso P,1
Goldsman A,Magliola R,1
Goldsman A,Hortas M,1
Carrasco-Wong I,Giachini F,1
Carrasco-Wong I,Escudero P,1
Carrasco-Wong I,Escudero C,1
Carrasco-Wong I,Damiano A,1
Goldsman A,Murer M,1
Araujo G,on behalf RIVATREM,1
Goldsman A,Pena S,1
Araujo G,Teran E,1
Goldsman A,Rios Leiva C,1
Goldsman A,Roggiero G,1
Goldsman A,Gonzalez G,1
Araujo G,Stojanova J,1
Goldaracena P,Zold C,1
Araujo G,Sosa-Macias M,1
Goldsman A,Sardella A,1
Goldaracena P,Villalba C,1
Araujo G,Moller A,1
Araujo G,Martin S,1
Goldsman A,Sicurello M,1
Goldsman A,Tolin A,1
Araujo G,Lima V,1
Goldaracena P,Vainstein E,1
Guzman-Gutierrez E,Opazo M,1
Carrasco-Wong I,Sosa-Macias M,1
Goldaracena P,Rios Leiva C,1
Goldaracena P,Pena S,1
Gonzalez G,Rios Leiva C,1
Damiano A,Opazo M,1
Escudero C,Escudero P,1
Damiano A,Mennickent D,1
Gonzalez G,Roggiero G,1
Damiano A,Guzman-Gutierrez E,1
Goldaracena P,Hortas M,1
Damiano A,Eriz-Salinas A,1
Carrasco-Wong I,Galaviz-Hernandez C,1
Escudero C,Gonzalez-Ortiz M,1
Escudero C,Martin S,1
Castro E,Rodriguez A,1
Escudero C,Moller A,1
Castro E,Riedel C,1
Gonzalez G,Sicurello M,1
Gonzalez G,Tolin A,1
Gonzalez G,Triguy J,1
Gonzalez G,Urrutia L,1
Gonzalez G,Vaccarello M,1
Gonzalez G,Vainstein E,1
Gonzalez G,Villalba C,1
Gonzalez G,Zold C,1
Hortas M,Magliola R,1
Hortas M,Manso P,1
Hortas M,Murer M,1
Damiano A,on behalf RIVATREM,1
Damiano A,Stojanova J,1
Damiano A,Moller A,1
Gonzalez G,Hortas M,1
Guzman-Gutierrez E,Mennickent D,1
Eriz-Salinas A,Rodriguez A,1
Goldaracena P,Murer M,1
Goldaracena P,Manso P,1
Goldsman A,Vaccarello M,1
Goldsman A,Vainstein E,1
Goldsman A,Villalba C,1
Carrasco-Wong I,Stojanova J,1
Carrasco-Wong I,Teran E,1
Eriz-Salinas A,Riedel C,1
Goldsman A,Zold C,1
Carrasco-Wong I,on behalf RIVATREM,1
Damiano A,Martin S,1
Gonzalez G,Magliola R,1
Eriz-Salinas A,Opazo M,1
Eriz-Salinas A,Mennickent D,1
Gonzalez G,Manso P,1
Eriz-Salinas A,Guzman-Gutierrez E,1
Damiano A,Rodriguez A,1
Damiano A,Escudero P,1
Damiano A,Riedel C,1
Gonzalez G,Pena S,1
Damiano A,Gonzalez-Ortiz M,1
Goldaracena P,Magliola R,1
Manso P,Zold C,1
Sardella A,Triguy J,1
Murer M,Rios Leiva C,1
Lombardi A,Norris A,1
Lombardi A,Rodrigues-Rodriguez N,1
Lombardi A,Sacerdoti F,1
Luzzani C,Martire-Greco D,1
Amaral M,Fernandez G,1
Amaral M,Castillo Montanez L,1
Luzzani C,Miriuka S,1
Amaral M,Birnberg-Weiss F,1
Amaral M,Biani C,1
Macias-Salas A,Sosa-Macias M,1
Giachini F,Macias-Salas A,1
Garcia-Robles R,Sosa-Macias M,1
Garcia-Robles R,Macias-Salas A,1
Luzzani C,Norris A,1
Galaviz-Hernandez C,Macias-Salas A,1
Escudero C,Macias-Salas A,1
Lombardi A,Pittaluga J,1
Lombardi A,Miriuka S,1
Murer M,Roggiero G,1
Lombardi A,Martire-Greco D,1
La Greca A,Pittaluga J,1
La Greca A,Rodrigues-Rodriguez N,1
La Greca A,Sacerdoti F,1
Landoni V,Lombardi A,1
Landoni V,Luzzani C,1
Landoni V,Martire-Greco D,1
Landoni V,Miriuka S,1
Landoni V,Norris A,1
Landoni V,Pittaluga J,1
Landoni V,Rodrigues-Rodriguez N,1
Amaral M,Landoni V,1
Amaral M,La Greca A,1
Amaral M,Furmento V,1
Landoni V,Sacerdoti F,1
Lombardi A,Luzzani C,1
Damiano A,Macias-Salas A,1
Bueno-Sanchez J,Sosa-Macias M,1
Bueno-Sanchez J,Macias-Salas A,1
Luzzani C,Pittaluga J,1
Ayala-Ramirez P,Macias-Salas A,1
Martire-Greco D,Sacerdoti F,1
Miriuka S,Norris A,1
Miriuka S,Pittaluga J,1
Miriuka S,Rodrigues-Rodriguez N,1
Miriuka S,Sacerdoti F,1
Ayala-Ramirez P,Galaviz-Hernandez C,1
Norris A,Pittaluga J,1
Ayala-Ramirez P,Bueno-Sanchez J,1
Ayala-Ramirez P,Blanco-Castaneda R,1
Norris A,Rodrigues-Rodriguez N,1
Ayala-Ramirez P,Barragan-Zuniga L,1
Martinez M,Silva A,1
Donnelly-Kehoe P,Yeffal A,1
Donnelly-Kehoe P,Jovicich J,1
Ayala-Ramirez P,Sosa-Macias M,1
Martire-Greco D,Rodrigues-Rodriguez N,1
Martire-Greco D,Pittaluga J,1
Blanco-Castaneda R,Garcia-Robles R,1
Bueno-Sanchez J,Giachini F,1
Bueno-Sanchez J,Garcia-Robles R,1
Bueno-Sanchez J,Galaviz-Hernandez C,1
Bueno-Sanchez J,Escudero C,1
Bueno-Sanchez J,Damiano A,1
Blanco-Castaneda R,Macias-Salas A,1
Luzzani C,Rodrigues-Rodriguez N,1
Barragan-Zuniga L,Bueno-Sanchez J,1
Blanco-Castaneda R,Bueno-Sanchez J,1
Barragan-Zuniga L,Macias-Salas A,1
Luzzani C,Sacerdoti F,1
Barragan-Zuniga L,Garcia-Robles R,1
Martire-Greco D,Miriuka S,1
Martire-Greco D,Norris A,1
La Greca A,Norris A,1
La Greca A,Miriuka S,1
La Greca A,Martire-Greco D,1
Biani C,La Greca A,1
Birnberg-Weiss F,Furmento V,1
Castillo Montanez L,Miriuka S,1
Birnberg-Weiss F,Fernandez G,1
Castillo Montanez L,Norris A,1
Castillo Montanez L,Pittaluga J,1
Birnberg-Weiss F,Castillo Montanez L,1
Biani C,Sacerdoti F,1
Biani C,Rodrigues-Rodriguez N,1
Biani C,Pittaluga J,1
Biani C,Norris A,1
Castillo Montanez L,Rodrigues-Rodriguez N,1
Biani C,Miriuka S,1
Biani C,Martire-Greco D,1
Biani C,Luzzani C,1
Biani C,Lombardi A,1
Castillo Montanez L,Martire-Greco D,1
Birnberg-Weiss F,La Greca A,1
Birnberg-Weiss F,Landoni V,1
Castillo Montanez L,Landoni V,1
Castillo Montanez L,Fernandez G,1
Birnberg-Weiss F,Sacerdoti F,1
Birnberg-Weiss F,Rodrigues-Rodriguez N,1
Birnberg-Weiss F,Pittaluga J,1
Castillo Montanez L,Furmento V,1
Castillo Montanez L,La Greca A,1
Castillo Montanez L,Lombardi A,1
Birnberg-Weiss F,Lombardi A,1
Birnberg-Weiss F,Norris A,1
Birnberg-Weiss F,Miriuka S,1
Castillo Montanez L,Luzzani C,1
Birnberg-Weiss F,Martire-Greco D,1
EMSKC Group,Triguy J,1
Birnberg-Weiss F,Luzzani C,1
Biani C,Landoni V,1
Biani C,Furmento V,1
La Greca A,Luzzani C,1
Castillo Montanez L,Sacerdoti F,1
Furmento V,Landoni V,1
Furmento V,Lombardi A,1
Furmento V,Luzzani C,1
Furmento V,Martire-Greco D,1
Furmento V,Miriuka S,1
Furmento V,Norris A,1
Furmento V,Pittaluga J,1
Amaral M,Miriuka S,1
Amaral M,Martire-Greco D,1
Amaral M,Luzzani C,1
Amaral M,Lombardi A,1
Furmento V,Rodrigues-Rodriguez N,1
Furmento V,Sacerdoti F,1
La Greca A,Landoni V,1
La Greca A,Lombardi A,1
Furmento V,La Greca A,1
Fernandez G,Sacerdoti F,1
Fernandez G,Rodrigues-Rodriguez N,1
Amaral M,Rodrigues-Rodriguez N,1
Biani C,Fernandez G,1
Fernandez G,Furmento V,1
Biani C,Castillo Montanez L,1
Fernandez G,La Greca A,1
Fernandez G,Landoni V,1
Biani C,Birnberg-Weiss F,1
Amaral M,Pittaluga J,1
Fernandez G,Pittaluga J,1
Fernandez G,Lombardi A,1
Amaral M,Norris A,1
Fernandez G,Luzzani C,1
Fernandez G,Martire-Greco D,1
Fernandez G,Miriuka S,1
Fernandez G,Norris A,1
Donnelly-Kehoe P,Jacobacci F,1
Donnelly-Kehoe P,Doyon J,1
Della-Maggiore V,Donnelly-Kehoe P,1
Rios Leiva C,Vainstein E,1
Sardella A,Vainstein E,1
Sardella A,Vaccarello M,1
Sardella A,Urrutia L,1
Sardella A,Tolin A,1
Sardella A,Sicurello M,1
Roggiero G,Zold C,1
Roggiero G,Villalba C,1
Roggiero G,Vainstein E,1
Roggiero G,Vaccarello M,1
Roggiero G,Urrutia L,1
Roggiero G,Triguy J,1
Roggiero G,Tolin A,1
Roggiero G,Sicurello M,1
Roggiero G,Sardella A,1
Rios Leiva C,Zold C,1
Sardella A,Villalba C,1
Sardella A,Zold C,1
Aguayo C,Eriz-Salinas A,1
Aguayo C,Araya J,1
De Luna P,Falkowska M,1
De Luna P,Kasanetz F,1
De Luna P,Nevian T,1
Falkowska M,Kasanetz F,1
Falkowska M,Nevian T,1
Aguayo C,Appel-Rubio J,1
Sicurello M,Villalba C,1
Sicurello M,Tolin A,1
Sicurello M,Vainstein E,1
Sicurello M,Vaccarello M,1
Sicurello M,Urrutia L,1
Sicurello M,Triguy J,1
Aguayo C,Castro E,1
Aguayo C,Damiano A,1
Rios Leiva C,Villalba C,1
Rios Leiva C,Vaccarello M,1
Tolin A,Triguy J,1
Aguayo C,Guzman-Gutierrez E,1
Pena S,Triguy J,1
Pena S,Tolin A,1
Pena S,Sicurello M,1
Pena S,Sardella A,1
Pena S,Roggiero G,1
Pena S,Rios Leiva C,1
Murer M,Villalba C,1
Murer M,Vainstein E,1
Murer M,Vaccarello M,1
Murer M,Urrutia L,1
Appel-Rubio J,Eriz-Salinas A,1
Murer M,Triguy J,1
Murer M,Tolin A,1
Murer M,Sicurello M,1
Murer M,Sardella A,1
Pena S,Urrutia L,1
Pena S,Vaccarello M,1
Pena S,Vainstein E,1
Aguayo C,Rodriguez A,1
Aguayo C,Mennickent D,1
Rios Leiva C,Urrutia L,1
Rios Leiva C,Triguy J,1
Rios Leiva C,Tolin A,1
Aguayo C,Opazo M,1
Aguayo C,Riedel C,1
Appel-Rubio J,Araya J,1
Pena S,Villalba C,1
Appel-Rubio J,Castro E,1
Rios Leiva C,Sicurello M,1
Rios Leiva C,Sardella A,1
Appel-Rubio J,Damiano A,1
Rios Leiva C,Roggiero G,1
Pena S,Zold C,1
Sicurello M,Zold C,1
Tolin A,Urrutia L,1
Deleglise A,Yeffal A,1
Celia A,Guevara D,1
Guevara D,Toledo J,1
Pittaluga J,Sacerdoti F,1
Guevara D,Solerno M,1
Rodrigues-Rodriguez N,Sacerdoti F,1
Guevara D,Oddo E,1
Guevara D,Ibarra F,1
Ilarraz C,Kasanetz F,1
Di Ciano L,Toro A,1
Di Ciano L,Toledo J,1
Di Ciano L,Solerno M,1
Di Ciano L,Guevara D,1
Celia A,Toro A,1
Celia A,Toledo J,1
Celia A,Solerno M,1
Celia A,Oddo E,1
Pittaluga J,Rodrigues-Rodriguez N,1
Guevara D,Toro A,1
Ibarra F,Solerno M,1
Amaro E,Deleglise A,1
Deleglise A,Jovicich J,1
Norris A,Sacerdoti F,1
Deleglise A,Doyon J,1
Armony J,Donnelly-Kehoe P,1
Armony J,Deleglise A,1
Amaro E,Donnelly-Kehoe P,1
Toledo J,Toro A,1
Ibarra F,Toledo J,1
Solerno M,Toro A,1
Solerno M,Toledo J,1
Oddo E,Toro A,1
Oddo E,Toledo J,1
Oddo E,Solerno M,1
Ibarra F,Toro A,1
Celia A,Ibarra F,1
Celia A,Di Ciano L,1
Acuna M,Nevian T,1
Azurmendi P,Toro A,1
Urrutia L,Vaccarello M,1
Triguy J,Zold C,1
Triguy J,Villalba C,1
Triguy J,Vainstein E,1
Triguy J,Vaccarello M,1
Triguy J,Urrutia L,1
Tolin A,Zold C,1
Ilarraz C,Trujillo M,1
Kasanetz F,Trujillo M,1
Tolin A,Villalba C,1
Tolin A,Vainstein E,1
Acuna M,De Luna P,1
Acuna M,Falkowska M,1
Tolin A,Vaccarello M,1
Acuna M,Kasanetz F,1
Urrutia L,Vainstein E,1
Urrutia L,Villalba C,1
Urrutia L,Zold C,1
Arrizurieta E,Solerno M,1
Azurmendi P,Toledo J,1
Azurmendi P,Solerno M,1
Azurmendi P,Guevara D,1
Azurmendi P,Celia A,1
Arrizurieta E,Toro A,1
Arrizurieta E,Toledo J,1
Arrizurieta E,Guevara D,1
Vaccarello M,Vainstein E,1
Arrizurieta E,Celia A,1
Villalba C,Zold C,1
Vainstein E,Zold C,1
Vainstein E,Villalba C,1
Vaccarello M,Zold C,1
Vaccarello M,Villalba C,1
EMSKC Group,Urrutia L,1
Ibarra C,Marquez L,1
EMSKC Group,Tolin A,1
Pafundo D,Piriz J,1
Della-Maggiore V,Haith A,1
Albert S,Modchalingam S,1
Albert S,Krakauer J,1
Albert S,Jang J,1
Albert S,Henriques D,1
Albert S,Haith A,1
't Hart B,Shadmehr R,1
't Hart B,Modchalingam S,1
't Hart B,Lerner G,1
't Hart B,Krakauer J,1
't Hart B,Jang J,1
't Hart B,Henriques D,1
't Hart B,Haith A,1
't Hart B,Della-Maggiore V,1
't Hart B,Albert S,1
Proulx C,Sachella T,1
Piriz J,Sachella T,1
Piriz J,Proulx C,1
Pafundo D,Sachella T,1
Della-Maggiore V,Henriques D,1
Della-Maggiore V,Jang J,1
Della-Maggiore V,Krakauer J,1
Henriques D,Modchalingam S,1
Krakauer J,Shadmehr R,1
Krakauer J,Modchalingam S,1
Krakauer J,Lerner G,1
Jang J,Shadmehr R,1
Jang J,Modchalingam S,1
Jang J,Lerner G,1
Jang J,Krakauer J,1
Henriques D,Shadmehr R,1
Henriques D,Lerner G,1
Della-Maggiore V,Modchalingam S,1
Henriques D,Krakauer J,1
Henriques D,Jang J,1
Haith A,Shadmehr R,1
Haith A,Modchalingam S,1
Haith A,Lerner G,1
Haith A,Krakauer J,1
Haith A,Jang J,1
Haith A,Henriques D,1
Pafundo D,Proulx C,1
Mendez P,Sachella T,1
Modchalingam S,Shadmehr R,1
Mendez P,Proulx C,1
Di Paola M,Ibarra C,1
Wies Mancini V,de Olmos S,1
Vence M,de Olmos S,1
Vence M,Wies Mancini V,1
Silva Pinto P,de Olmos S,1
Silva Pinto P,Wies Mancini V,1
Silva Pinto P,Vence M,1
Pasquini L,de Olmos S,1
Pasquini L,Wies Mancini V,1
Pasquini L,Vence M,1
Pasquini L,Silva Pinto P,1
Pasquini J,de Olmos S,1
Pasquini J,Wies Mancini V,1
Pasquini J,Vence M,1
Pasquini J,Silva Pinto P,1
Pasquini J,Pasquini L,1
Marder M,de Olmos S,1
Marder M,Wies Mancini V,1
Marder M,Vence M,1
Fernandez N,Ibarra C,1
Ibarra C,Sierra M,1
Balconi S,Casale R,1
Ihidoype M,Proulx C,1
Mendez P,Piriz J,1
Mendez P,Pafundo D,1
Medina J,Sachella T,1
Medina J,Proulx C,1
Medina J,Piriz J,1
Medina J,Pafundo D,1
Medina J,Mendez P,1
Ihidoype M,Sachella T,1
Ihidoype M,Piriz J,1
Balconi S,Farina M,1
Ihidoype M,Pafundo D,1
Ihidoype M,Mendez P,1
Ihidoype M,Medina J,1
Corominas A,Farina M,1
Casale R,Medina Y,1
Casale R,Martinez N,1
Casale R,Farina M,1
Balconi S,Medina Y,1
Lerner G,Modchalingam S,1
Alves de Freitas R,Ayala-Ramirez P,1
EMSKC Group,Sicurello M,1
Chara O,Fernandez J,1
Berdasco C,De Marzi M,1
Berdasco C,Cerny N,1
Arenas-Mosquera D,Berdasco C,1
Medina C,Millan J,1
Krawczyk M,Medina C,1
Boccia M,Medina C,1
Blake M,Medina C,1
Spagnuolo D,Tello Santacruz I,1
Schiavone M,Tello Santacruz I,1
Schiavone M,Spagnuolo D,1
Politi M,Tello Santacruz I,1
Politi M,Spagnuolo D,1
Politi M,Schiavone M,1
Fernandez J,Tello Santacruz I,1
Fernandez J,Spagnuolo D,1
Fernandez J,Schiavone M,1
Chara O,Tello Santacruz I,1
Chara O,Spagnuolo D,1
Chara O,Schiavone M,1
Berdasco C,Malchiodi E,1
Anderson M,Bekinschtein P,1
Anderson M,Gallo F,1
Weisstaub N,Zanoni Saad M,1
Amaral M,Pereyra A,1
Amaral M,Padola N,1
Amaral M,Leonino P,1
Amaral M,Casale R,1
Silberstein C,Toriano R,1
Ibarra C,Toriano R,1
Dorr R,Silberstein C,1
Dorr R,Ibarra C,1
Silva A,Zanoni Saad M,1
Anderson M,Miranda M,1
Morici J,Zanoni Saad M,1
Miranda M,Zanoni Saad M,1
Gallo F,Zanoni Saad M,1
Bekinschtein P,Zanoni Saad M,1
Anderson M,Zanoni Saad M,1
Anderson M,Weisstaub N,1
Anderson M,Silva A,1
Anderson M,Morici J,1
Chara O,Politi M,1
Caceres Monie C,Tello Santacruz I,1
Alves de Freitas R,Damiano A,1
Caceres Monie C,Spagnuolo D,1
Belluscio M,Cicuttin G,1
Bekinschtein P,Zold C,1
Bekinschtein P,Cicuttin G,1
Gonzalez M,Quintero-Arciniegas L,1
Giachini F,Quintero-Arciniegas L,1
Giachini F,Gonzalez M,1
Garcia-Robles R,Quintero-Arciniegas L,1
Garcia-Robles R,Gonzalez M,1
Escudero C,Quintero-Arciniegas L,1
Escudero C,Gonzalez M,1
Damiano A,Quintero-Arciniegas L,1
Damiano A,Gonzalez M,1
Ayala-Ramirez P,Quintero-Arciniegas L,1
Ayala-Ramirez P,Gonzalez M,1
Alves de Freitas R,Quintero-Arciniegas L,1
Alves de Freitas R,Gonzalez M,1
Alves de Freitas R,Giachini F,1
Alves de Freitas R,Garcia-Robles R,1
Alves de Freitas R,Escudero C,1
Belluscio M,Gallo F,1
Belluscio M,Weisstaub N,1
Cicuttin G,Gallo F,1
Avaca H,Fernandez J,1
Caceres Monie C,Schiavone M,1
Caceres Monie C,Politi M,1
Caceres Monie C,Fernandez J,1
Caceres Monie C,Chara O,1
Avaca H,Tello Santacruz I,1
Avaca H,Spagnuolo D,1
Avaca H,Schiavone M,1
Avaca H,Politi M,1
Avaca H,Chara O,1
Cicuttin G,Miranda M,1
Avaca H,Caceres Monie C,1
Silva A,Zold C,1
Miranda M,Zold C,1
Gallo F,Zold C,1
Cicuttin G,Zold C,1
Cicuttin G,Weisstaub N,1
Cicuttin G,Silva A,1
Cicuttin G,Morici J,1
Marder M,Silva Pinto P,1
Marder M,Pasquini L,1
Marder M,Pasquini J,1
Garcia C,Gonzalez J,1
Gonzalez Moron D,Mostoslavsky G,1
Gonzalez Moron D,Kauffman M,1
Gonzalez J,Urbano F,1
Gonzalez J,Rela L,1
Gonzalez J,Quinta H,1
Gonzalez J,Pitossi F,1
Gonzalez J,Pasquini J,1
Gonzalez J,Murer M,1
Gonzalez J,Mostoslavsky G,1
Gonzalez J,Kauffman M,1
Gonzalez J,Gonzalez Moron D,1
Garcia C,Urbano F,1
Garcia C,Rela L,1
Garcia C,Quinta H,1
Garcia C,Pitossi F,1
Garcia C,Pasquini J,1
Garcia C,Murer M,1
Garcia C,Mostoslavsky G,1
Garcia C,Kauffman M,1
Gonzalez Moron D,Murer M,1
Gonzalez Moron D,Pasquini J,1
Gonzalez Moron D,Pitossi F,1
Mostoslavsky G,Murer M,1
Murer M,Quinta H,1
Murer M,Pitossi F,1
Murer M,Pasquini J,1
Mostoslavsky G,Urbano F,1
Mostoslavsky G,Rela L,1
Mostoslavsky G,Quinta H,1
Mostoslavsky G,Pitossi F,1
Mostoslavsky G,Pasquini J,1
Kauffman M,Urbano F,1
Gonzalez Moron D,Quinta H,1
Kauffman M,Rela L,1
Kauffman M,Quinta H,1
Kauffman M,Pitossi F,1
Kauffman M,Pasquini J,1
Kauffman M,Murer M,1
Kauffman M,Mostoslavsky G,1
Gonzalez Moron D,Urbano F,1
Gonzalez Moron D,Rela L,1
Garcia C,Gonzalez Moron D,1
Farias M,Urbano F,1
Marcora M,de Olmos S,1
Farias M,Rela L,1
Consalvo D,Rela L,1
Consalvo D,Quinta H,1
Consalvo D,Pitossi F,1
Consalvo D,Pasquini J,1
Consalvo D,Murer M,1
Consalvo D,Mostoslavsky G,1
Consalvo D,Kauffman M,1
Consalvo D,Gonzalez Moron D,1
Consalvo D,Gonzalez J,1
Consalvo D,Garcia C,1
Consalvo D,Farias M,1
Consalvo D,Cordoba M,1
Cavaliere Candedo V,Urbano F,1
Cavaliere Candedo V,Rela L,1
Cavaliere Candedo V,Quinta H,1
Cavaliere Candedo V,Pitossi F,1
Cavaliere Candedo V,Pasquini J,1
Cavaliere Candedo V,Murer M,1
Cavaliere Candedo V,Mostoslavsky G,1
Consalvo D,Urbano F,1
Cordoba M,Farias M,1
Cordoba M,Garcia C,1
Farias M,Garcia C,1
Farias M,Quinta H,1
Farias M,Pitossi F,1
Farias M,Pasquini J,1
Farias M,Murer M,1
Farias M,Mostoslavsky G,1
Farias M,Kauffman M,1
Farias M,Gonzalez Moron D,1
Farias M,Gonzalez J,1
Cordoba M,Urbano F,1
Cordoba M,Gonzalez J,1
Cordoba M,Rela L,1
Cordoba M,Quinta H,1
Cordoba M,Pitossi F,1
Cordoba M,Pasquini J,1
Cordoba M,Murer M,1
Cordoba M,Mostoslavsky G,1
Cordoba M,Kauffman M,1
Cordoba M,Gonzalez Moron D,1
Murer M,Urbano F,1
Pasquini J,Pitossi F,1
Pasquini J,Quinta H,1
Pasquini J,Rela L,1
Correale J,de Olmos S,1
Correale J,Wies Mancini V,1
Correale J,Vence M,1
Correale J,Silva Pinto P,1
Correale J,Pasquini L,1
Correale J,Marder M,1
Correale J,Igaz L,1
Correale J,Di Pietro A,1
Murer M,Pretell Annan C,1
Keifman E,Pretell Annan C,1
Beccaria J,Pretell Annan C,1
Beccaria J,Keifman E,1
Corominas A,Szpilbarg N,1
Corominas A,Reppetti J,1
Bustamante J,Szpilbarg N,1
Bustamante J,Reppetti J,1
Bustamante J,Medina Y,1
Bustamante J,Damiano A,1
Bustamante J,Corominas A,1
Di Pietro A,Igaz L,1
Di Pietro A,Marcora M,1
Di Pietro A,Marder M,1
Igaz L,Silva Pinto P,1
Marcora M,Wies Mancini V,1
Marcora M,Vence M,1
Marcora M,Silva Pinto P,1
Marcora M,Pasquini L,1
Marcora M,Marder M,1
Igaz L,de Olmos S,1
Igaz L,Wies Mancini V,1
Igaz L,Vence M,1
Igaz L,Pasquini L,1
Di Pietro A,Pasquini J,1
Igaz L,Pasquini J,1
Igaz L,Marder M,1
Igaz L,Marcora M,1
Di Pietro A,de Olmos S,1
Di Pietro A,Wies Mancini V,1
Di Pietro A,Vence M,1
Di Pietro A,Silva Pinto P,1
Di Pietro A,Pasquini L,1
Acosta L,Szpilbarg N,1
Acosta L,Reppetti J,1
Acosta L,Medina Y,1
Alvarez R,Rosso D,1
Gomez F,Rosso D,1
Gomez F,Rosato M,1
Gomez F,Keitelman I,1
Amaral M,Shiromizu C,1
Amaral M,Rosso D,1
Amaral M,Rosato M,1
Amaral M,Keitelman I,1
Alvarez R,Shiromizu C,1
Alvarez R,Rosato M,1
Ibarra C,Keitelman I,1
Alvarez R,Keitelman I,1
Rela L,Urbano F,1
Quinta H,Urbano F,1
Quinta H,Rela L,1
Pitossi F,Urbano F,1
Pitossi F,Rela L,1
Pitossi F,Quinta H,1
Pasquini J,Urbano F,1
Gomez F,Shiromizu C,1
Ibarra C,Rosato M,1
Acosta L,Damiano A,1
Rosato M,Shiromizu C,1
Acosta L,Corominas A,1
Acosta L,Bustamante J,1
Salvanal L,Vassallu M,1
Igaz L,Vassallu M,1
Igaz L,Salvanal L,1
Charif S,Vassallu M,1
Charif S,Salvanal L,1
Rosso D,Shiromizu C,1
Rosato M,Rosso D,1
Ibarra C,Rosso D,1
Keitelman I,Shiromizu C,1
Keitelman I,Rosso D,1
Keitelman I,Rosato M,1
Jancic C,Shiromizu C,1
Jancic C,Rosso D,1
Jancic C,Rosato M,1
Jancic C,Keitelman I,1
Ibarra C,Shiromizu C,1
Amaral M,Sanz M,1
Casale R,Garimano N,1
Casale R,Ibarra C,1
Cazalas M,Urrutia L,1
Cervetto V,Roggiero G,1
Cervetto V,Rios Leiva C,1
Cervetto V,Pena S,1
Cervetto V,Murer M,1
Cervetto V,Manso P,1
Cervetto V,Magliola R,1
Cervetto V,Hortas M,1
Cervetto V,Gonzalez G,1
Cervetto V,Goldsman A,1
Cervetto V,Goldaracena P,1
Cervetto V,Fabi M,1
Cervetto V,EMSKC Group,1
Cervetto V,De Carli M,1
Cervetto V,De Carli D,1
Cervetto V,Cosentino M,1
Cervetto V,Ciotti A,1
Cazalas M,Zold C,1
Cazalas M,Villalba C,1
Cazalas M,Vainstein E,1
Cervetto V,Sardella A,1
Cervetto V,Sicurello M,1
Cervetto V,Tolin A,1
Ciotti A,Fabi M,1
Ciotti A,Pena S,1
Ciotti A,Murer M,1
Ciotti A,Manso P,1
Ciotti A,Magliola R,1
Ciotti A,Hortas M,1
Ciotti A,Gonzalez G,1
Ciotti A,Goldsman A,1
Ciotti A,Goldaracena P,1
Ciotti A,EMSKC Group,1
