Author1,Author2,Weight
Igaz L,Lopez Ambrosioni F,1
Casal J,Vassallu F,1
Casal J,Lopez M,1
Casal J,Lopez Ambrosioni F,1
Caltana L,Vassallu F,1
Lazalde-Ramos B,Sosa-Macias M,1
Caltana L,Lopez M,1
Caltana L,Lopez Ambrosioni F,1
Caltana L,Igaz L,1
Caltana L,Casal J,1
Sosa-Macias M,Vertiz-Hernandez A,1
Sifuentes-Garcia J,Vertiz-Hernandez A,1
Sifuentes-Garcia J,Sosa-Macias M,1
Lazalde-Ramos B,Vertiz-Hernandez A,1
Ramos A,Rocha L,1
Pertusa M,Sanchez-Vincitore L,1
Pertusa M,Rodriguez-Labrada R,1
Cardenas F,Ramos A,1
Carreira M,Ramos A,1
Carreira M,Pertusa M,1
Carreira M,Olazabal D,1
Carreira M,Montiel J,1
Carreira M,Duenas Z,1
Cardenas F,Sanchez-Vincitore L,1
Cardenas F,Rodriguez-Labrada R,1
Cardenas F,Rocha L,1
Cardenas F,Pertusa M,1
Carreira M,Rodriguez-Labrada R,1
Cardenas F,Olazabal D,1
Cardenas F,Montiel J,1
Cardenas F,Duenas Z,1
Cardenas F,Carreira M,1
Canteras N,Sanchez-Vincitore L,1
Canteras N,Rodriguez-Labrada R,1
Canteras N,Rocha L,1
Canteras N,Ramos A,1
Carreira M,Rocha L,1
Carreira M,Sanchez-Vincitore L,1
Pertusa M,Rocha L,1
Montiel J,Rocha L,1
Pertusa M,Ramos A,1
Olazabal D,Sanchez-Vincitore L,1
Olazabal D,Rodriguez-Labrada R,1
Olazabal D,Rocha L,1
Olazabal D,Ramos A,1
Olazabal D,Pertusa M,1
Montiel J,Sanchez-Vincitore L,1
Montiel J,Rodriguez-Labrada R,1
Montiel J,Ramos A,1
Duenas Z,Montiel J,1
Montiel J,Pertusa M,1
Montiel J,Olazabal D,1
Duenas Z,Sanchez-Vincitore L,1
Duenas Z,Rodriguez-Labrada R,1
Duenas Z,Rocha L,1
Duenas Z,Ramos A,1
Duenas Z,Pertusa M,1
Duenas Z,Olazabal D,1
Huang S,Solano A,1
Palombo M,Solano A,1
Marques da Silva W,Miliwebsky E,1
Solano A,Yeffal A,1
Ferreira R,Marques da Silva W,1
Ferreira R,Giron D,1
Chinen I,Sidhu S,1
Chinen I,Sacerdoti F,1
Chinen I,Piazza R,1
Chinen I,Miliwebsky E,1
Chinen I,Marques da Silva W,1
Chinen I,Luz D,1
Chinen I,Henrique I,1
Chinen I,Henrique C,1
Chinen I,Gomez F,1
Chinen I,Giron D,1
Chinen I,Ferreira R,1
Chen G,Miliwebsky E,1
Chen G,Marques da Silva W,1
Chen G,Henrique I,1
Chen G,Henrique C,1
Chen G,Giron D,1
Chen G,Chinen I,1
Ferreira R,Miliwebsky E,1
Giron D,Gomez F,1
Giron D,Henrique C,1
Gomez F,Miliwebsky E,1
Luz D,Miliwebsky E,1
Luz D,Marques da Silva W,1
Henrique I,Sidhu S,1
Henrique I,Miliwebsky E,1
Henrique I,Marques da Silva W,1
Henrique C,Sidhu S,1
Henrique C,Miliwebsky E,1
Henrique C,Marques da Silva W,1
Gomez F,Marques da Silva W,1
Giron D,Henrique I,1
Gomez F,Henrique I,1
Gomez F,Henrique C,1
Giron D,Sidhu S,1
Giron D,Sacerdoti F,1
Giron D,Piazza R,1
Giron D,Miliwebsky E,1
Giron D,Marques da Silva W,1
Giron D,Luz D,1
Carbonari C,Sidhu S,1
Carbonari C,Sacerdoti F,1
Carbonari C,Piazza R,1
Ferreiros A,Solimine F,1
Bom A,Carbonari C,1
Amaral M,Miliwebsky E,1
Amaral M,Marques da Silva W,1
Amaral M,Giron D,1
Amaral M,Chinen I,1
Amaral M,Carbonari C,1
Amaral M,Bom A,1
Reynoso M,Solimine F,1
Ferreiros A,Reynoso M,1
Bom A,Chinen I,1
Damiano A,Solimine F,1
Damiano A,Ferreiros A,1
Corominas A,Solimine F,1
Corominas A,Reynoso M,1
Corominas A,Ferreiros A,1
Casale R,Solimine F,1
Casale R,Reynoso M,1
Casale R,Ferreiros A,1
Bom A,Chen G,1
Bom A,Ferreira R,1
Carbonari C,Miliwebsky E,1
Carbonari C,Chen G,1
Carbonari C,Marques da Silva W,1
Carbonari C,Luz D,1
Carbonari C,Henrique I,1
Carbonari C,Henrique C,1
Carbonari C,Gomez F,1
Carbonari C,Giron D,1
Carbonari C,Ferreira R,1
Carbonari C,Chinen I,1
Bom A,Sidhu S,1
Bom A,Giron D,1
Bom A,Sacerdoti F,1
Bom A,Piazza R,1
Bom A,Miliwebsky E,1
Bom A,Marques da Silva W,1
Bom A,Luz D,1
Bom A,Henrique I,1
Bom A,Henrique C,1
Bom A,Gomez F,1
De Pino G,Jacobacci F,1
De Pino G,Griffa G,1
De Pino G,Della-Maggiore V,1
Hladik F,Milush J,1
Henrich T,Hladik F,1
Hecht F,Vo P,1
Hecht F,Thanh C,1
Hecht F,Stone M,1
Hecht F,Siegel D,1
Hecht F,Roychoudhury P,1
Hecht F,Reppetti J,1
Hecht F,Pilcher C,1
Hecht F,Pan T,1
Hecht F,Milush J,1
Hecht F,Martin J,1
Hecht F,Levy C,1
Hecht F,Lee S,1
Hecht F,Jerome K,1
Hecht F,Huang M,1
Hecht F,Hoh R,1
Hecht F,Hobbs K,1
Hecht F,Hladik F,1
Cavaliere Candedo V,Gonzalez Moron D,1
Henrich T,Hobbs K,1
Henrich T,Hoh R,1
Henrich T,Huang M,1
Henrich T,Stone M,1
Hladik F,Levy C,1
Hladik F,Lee S,1
Hladik F,Jerome K,1
Hladik F,Huang M,1
Hladik F,Hoh R,1
Hladik F,Hobbs K,1
Henrich T,Vo P,1
Henrich T,Thanh C,1
Henrich T,Siegel D,1
Henrich T,Jerome K,1
Henrich T,Roychoudhury P,1
Henrich T,Reppetti J,1
Henrich T,Pilcher C,1
Henrich T,Pan T,1
Henrich T,Milush J,1
Henrich T,Martin J,1
Henrich T,Levy C,1
Henrich T,Lee S,1
Gornalusse G,Vo P,1
Gornalusse G,Thanh C,1
Gornalusse G,Stone M,1
Gibson E,Hladik F,1
Gibson E,Milush J,1
Gibson E,Martin J,1
Gibson E,Levy C,1
Gibson E,Lee S,1
Gibson E,Jerome K,1
Gibson E,Huang M,1
Gibson E,Hoh R,1
Gibson E,Hobbs K,1
Gibson E,Henrich T,1
Gibson E,Pilcher C,1
Gibson E,Hecht F,1
Gibson E,Gornalusse G,1
Dwivedi A,Vo P,1
Dwivedi A,Thanh C,1
Dwivedi A,Stone M,1
Dwivedi A,Siegel D,1
Dwivedi A,Roychoudhury P,1
Dwivedi A,Reppetti J,1
Gibson E,Pan T,1
Gibson E,Reppetti J,1
Gornalusse G,Siegel D,1
Gornalusse G,Huang M,1
Gornalusse G,Roychoudhury P,1
Gornalusse G,Pilcher C,1
Gornalusse G,Pan T,1
Gornalusse G,Milush J,1
Gornalusse G,Martin J,1
Gornalusse G,Levy C,1
Gornalusse G,Lee S,1
Gornalusse G,Jerome K,1
Gornalusse G,Hoh R,1
Gibson E,Roychoudhury P,1
Gornalusse G,Hobbs K,1
Gornalusse G,Hladik F,1
Gornalusse G,Henrich T,1
Gornalusse G,Hecht F,1
Gibson E,Vo P,1
Gibson E,Thanh C,1
Gibson E,Stone M,1
Gibson E,Siegel D,1
Hladik F,Martin J,1
Hladik F,Pan T,1
Dwivedi A,Pan T,1
Hladik F,Pilcher C,1
Lee S,Milush J,1
Lee S,Martin J,1
Lee S,Levy C,1
Jerome K,Vo P,1
Jerome K,Thanh C,1
Jerome K,Stone M,1
Jerome K,Siegel D,1
Jerome K,Roychoudhury P,1
Jerome K,Reppetti J,1
Jerome K,Pilcher C,1
Jerome K,Pan T,1
Jerome K,Milush J,1
Jerome K,Martin J,1
Jerome K,Levy C,1
Jerome K,Lee S,1
Huang M,Vo P,1
Huang M,Thanh C,1
Huang M,Stone M,1
Huang M,Siegel D,1
Lee S,Pan T,1
Lee S,Pilcher C,1
Lee S,Reppetti J,1
Levy C,Roychoudhury P,1
Martin J,Reppetti J,1
Martin J,Pilcher C,1
Martin J,Pan T,1
Martin J,Milush J,1
Levy C,Vo P,1
Levy C,Thanh C,1
Levy C,Stone M,1
Levy C,Siegel D,1
Levy C,Reppetti J,1
Lee S,Roychoudhury P,1
Levy C,Pilcher C,1
Levy C,Pan T,1
Levy C,Milush J,1
Levy C,Martin J,1
Lee S,Vo P,1
Lee S,Thanh C,1
Lee S,Stone M,1
Lee S,Siegel D,1
Huang M,Roychoudhury P,1
Huang M,Reppetti J,1
Huang M,Pilcher C,1
Hobbs K,Lee S,1
Hobbs K,Siegel D,1
Hobbs K,Roychoudhury P,1
Hobbs K,Reppetti J,1
Hobbs K,Pilcher C,1
Hobbs K,Pan T,1
Hobbs K,Milush J,1
Hobbs K,Martin J,1
Hobbs K,Levy C,1
Hobbs K,Jerome K,1
Hobbs K,Thanh C,1
Hobbs K,Huang M,1
Hobbs K,Hoh R,1
Hladik F,Vo P,1
Hladik F,Thanh C,1
Hladik F,Stone M,1
Hladik F,Siegel D,1
Hladik F,Roychoudhury P,1
Hladik F,Reppetti J,1
Hobbs K,Stone M,1
Hobbs K,Vo P,1
Huang M,Pan T,1
Hoh R,Siegel D,1
Huang M,Milush J,1
Huang M,Martin J,1
Huang M,Levy C,1
Huang M,Lee S,1
Huang M,Jerome K,1
Hoh R,Vo P,1
Hoh R,Thanh C,1
Hoh R,Stone M,1
Hoh R,Roychoudhury P,1
Hoh R,Huang M,1
Hoh R,Reppetti J,1
Hoh R,Pilcher C,1
Hoh R,Pan T,1
Hoh R,Milush J,1
Hoh R,Martin J,1
Hoh R,Levy C,1
Hoh R,Lee S,1
Hoh R,Jerome K,1
Dwivedi A,Pilcher C,1
Dwivedi A,Milush J,1
Martin J,Siegel D,1
Jancic C,Moretton M,1
Surmeier D,Tkatch T,1
Pancani T,Zampese E,1
Pancani T,Tubert C,1
Pancani T,Tkatch T,1
Pancani T,Surmeier D,1
Fernandez-Brando R,Sacerdoti F,1
Da Rocha M,Sacerdoti F,1
Bernal A,Fernandez-Brando R,1
Bernal A,Da Rocha M,1
Belardo M,Sacerdoti F,1
Belardo M,Palermo M,1
Belardo M,Ibarra C,1
Belardo M,Fernandez-Brando R,1
Belardo M,Da Rocha M,1
Belardo M,Bernal A,1
Amaral M,Belardo M,1
Reig R,Saez M,1
Murer M,Saez M,1
Murer M,Reig R,1
Surmeier D,Tubert C,1
Surmeier D,Zampese E,1
Tkatch T,Tubert C,1
Chiappetta D,Moretton M,1
Ibarra C,Pascuale C,1
Ibarra C,Moretton M,1
Ibarra C,Lombardo T,1
Gomez F,Pascuale C,1
Gomez F,Moretton M,1
Gomez F,Lombardo T,1
Chiappetta D,Sacerdoti F,1
Chiappetta D,Pascuale C,1
Chiappetta D,Lombardo T,1
Tkatch T,Zampese E,1
Chiappetta D,Jancic C,1
Chiappetta D,Ibarra C,1
Chiappetta D,Gomez F,1
Amaral M,Pascuale C,1
Amaral M,Moretton M,1
Amaral M,Lombardo T,1
Amaral M,Chiappetta D,1
Tubert C,Zampese E,1
Moratalla R,Saez M,1
Moratalla R,Reig R,1
Keifman E,Saez M,1
Gonzalez-Ortiz M,Martin S,1
Lima V,Stojanova J,1
Lima V,Moller A,1
Lima V,Martin S,1
Gonzalez-Ortiz M,on behalf RIVATREM,1
Gonzalez-Ortiz M,Teran E,1
Gonzalez-Ortiz M,Stojanova J,1
Gonzalez-Ortiz M,Sosa-Macias M,1
Gonzalez-Ortiz M,Moller A,1
Gonzalez-Ortiz M,Lima V,1
Martin S,Moller A,1
Giachini F,on behalf RIVATREM,1
Giachini F,Stojanova J,1
Giachini F,Moller A,1
Giachini F,Martin S,1
Giachini F,Gonzalez-Ortiz M,1
Galaviz-Hernandez C,on behalf RIVATREM,1
Galaviz-Hernandez C,Stojanova J,1
Galaviz-Hernandez C,Moller A,1
Lima V,on behalf RIVATREM,1
Martin S,Sosa-Macias M,1
Keifman E,Reig R,1
Stojanova J,on behalf RIVATREM,1
Coll C,Saez M,1
Coll C,Reig R,1
Coll C,Moratalla R,1
Alberquilla S,Saez M,1
Alberquilla S,Reig R,1
Alberquilla S,Keifman E,1
Alberquilla S,Coll C,1
Teran E,on behalf RIVATREM,1
Stojanova J,Teran E,1
Martin S,Stojanova J,1
Sosa-Macias M,on behalf RIVATREM,1
Sosa-Macias M,Stojanova J,1
Moller A,on behalf RIVATREM,1
Moller A,Teran E,1
Moller A,Stojanova J,1
Moller A,Sosa-Macias M,1
Martin S,on behalf RIVATREM,1
Martin S,Teran E,1
Jancic C,Lombardo T,1
Jancic C,Pascuale C,1
Dwivedi A,Martin J,1
Lombardo T,Moretton M,1
Deeks S,Lee S,1
Deeks S,Jerome K,1
Deeks S,Huang M,1
Deeks S,Hoh R,1
Deeks S,Hobbs K,1
Deeks S,Hladik F,1
Deeks S,Henrich T,1
Deeks S,Hecht F,1
Deeks S,Gornalusse G,1
Deeks S,Gibson E,1
Deeks S,Dwivedi A,1
Busch M,Vo P,1
Busch M,Thanh C,1
Busch M,Stone M,1
Busch M,Siegel D,1
Busch M,Roychoudhury P,1
Busch M,Reppetti J,1
Busch M,Pilcher C,1
Busch M,Pan T,1
Deeks S,Levy C,1
Deeks S,Martin J,1
Deeks S,Milush J,1
Dwivedi A,Hecht F,1
Dwivedi A,Levy C,1
Dwivedi A,Lee S,1
Dwivedi A,Jerome K,1
Dwivedi A,Huang M,1
Dwivedi A,Hoh R,1
Dwivedi A,Hobbs K,1
Dwivedi A,Hladik F,1
Dwivedi A,Henrich T,1
Dwivedi A,Gornalusse G,1
Deeks S,Pan T,1
Dwivedi A,Gibson E,1
Deeks S,Vo P,1
Deeks S,Thanh C,1
Deeks S,Stone M,1
Deeks S,Siegel D,1
Deeks S,Roychoudhury P,1
Deeks S,Reppetti J,1
Deeks S,Pilcher C,1
Busch M,Milush J,1
Busch M,Martin J,1
Busch M,Levy C,1
Barbehenn A,Gornalusse G,1
Barbehenn A,Lee S,1
Barbehenn A,Jerome K,1
Barbehenn A,Huang M,1
Barbehenn A,Hoh R,1
Barbehenn A,Hobbs K,1
Barbehenn A,Hladik F,1
Barbehenn A,Henrich T,1
Barbehenn A,Hecht F,1
Barbehenn A,Gibson E,1
Barbehenn A,Martin J,1
Barbehenn A,Dwivedi A,1
Barbehenn A,Deeks S,1
Barbehenn A,Busch M,1
Pascuale C,Sacerdoti F,1
Moretton M,Sacerdoti F,1
Moretton M,Pascuale C,1
Lombardo T,Sacerdoti F,1
Lombardo T,Pascuale C,1
Barbehenn A,Levy C,1
Barbehenn A,Milush J,1
Busch M,Lee S,1
Busch M,Gibson E,1
Busch M,Jerome K,1
Busch M,Huang M,1
Busch M,Hoh R,1
Busch M,Hobbs K,1
Busch M,Hladik F,1
Busch M,Henrich T,1
Busch M,Hecht F,1
Busch M,Gornalusse G,1
Busch M,Dwivedi A,1
Barbehenn A,Pan T,1
Busch M,Deeks S,1
Barbehenn A,Vo P,1
Barbehenn A,Thanh C,1
Barbehenn A,Stone M,1
Barbehenn A,Siegel D,1
Barbehenn A,Roychoudhury P,1
Barbehenn A,Reppetti J,1
Barbehenn A,Pilcher C,1
Martin J,Roychoudhury P,1
Martin J,Stone M,1
De Pino G,Deleglise A,1
German G,Mariana F,1
Fabian L,Jorge G,1
Alipio P,Jorge G,1
Alipio P,Fabian L,1
Medina Y,Sierra M,1
Fernandez N,Medina Y,1
Murer M,Tizabi Y,1
Moratalla R,Tizabi Y,1
Mendieta L,Tizabi Y,1
Mendieta L,Murer M,1
Mendieta L,Moratalla R,1
Granado N,Tizabi Y,1
Granado N,Mendieta L,1
Santander O,Varela-Nallar L,1
Garcia-Rojas F,Varela-Nallar L,1
Garcia-Rojas F,Santander O,1
Fuenzalida M,Varela-Nallar L,1
Fuenzalida M,Santander O,1
Fuenzalida M,Garcia-Rojas F,1
Estay S,Varela-Nallar L,1
Barba V,Bortman G,1
Barba V,Capurro C,1
Barba V,Di Benedetto S,1
Di Benedetto S,Piazza A,1
Alicia D,Reppetti J,1
Alicia D,Nora M,1
Alicia D,Mariana F,1
Alicia D,German G,1
Izurieta M,Politi M,1
Izurieta M,Piazza A,1
Ferreyra R,Izurieta M,1
Di Benedetto S,Politi M,1
Di Benedetto S,Izurieta M,1
Barba V,Ferreyra R,1
Di Benedetto S,Ferreyra R,1
Capurro C,Izurieta M,1
Capurro C,Di Benedetto S,1
Bortman G,Izurieta M,1
Bortman G,Di Benedetto S,1
Barba V,Politi M,1
Barba V,Piazza A,1
Barba V,Izurieta M,1
Estay S,Santander O,1
Estay S,Garcia-Rojas F,1
Estay S,Fuenzalida M,1
Arias S,Perez-Chada D,1
Perez-Chada D,Schonfeld D,1
Azpiazu M,Vigo D,1
Azpiazu M,Solomons D,1
Azpiazu M,Schonfeld D,1
Azpiazu M,Perez-Chada D,1
Arias S,Vigo D,1
Arias S,Solomons D,1
Arias S,Schonfeld D,1
Arias S,Azpiazu M,1
Perez-Chada D,Vigo D,1
Valverde E,Vampa V,1
Rosso O,Vampa V,1
Rosso O,Valverde E,1
Arini P,Vampa V,1
Arini P,Valverde E,1
Arini P,Rosso O,1
Gomez Acosta M,Uehara J,1
Bello E,Uehara J,1
Perez-Chada D,Solomons D,1
Schonfeld D,Solomons D,1
Chavez A,Varela-Nallar L,1
Belforte J,Estay S,1
Chavez A,Santander O,1
Chavez A,Garcia-Rojas F,1
Chavez A,Fuenzalida M,1
Chavez A,Estay S,1
Belforte J,Varela-Nallar L,1
Belforte J,Santander O,1
Belforte J,Garcia-Rojas F,1
Belforte J,Fuenzalida M,1
Belforte J,Chavez A,1
Schonfeld D,Vigo D,1
Arredondo S,Varela-Nallar L,1
Arredondo S,Santander O,1
Arredondo S,Garcia-Rojas F,1
Arredondo S,Fuenzalida M,1
Arredondo S,Estay S,1
Arredondo S,Chavez A,1
Arredondo S,Belforte J,1
Solomons D,Vigo D,1
Alicia D,Tomas E,1
German G,Nora M,1
Belforte J,Uehara J,1
German G,Reppetti J,1
Melani M,Sorianello E,1
Melani M,Perez-Perri J,1
Katz M,Sorianello E,1
Katz M,Perez-Perri J,1
Acevedo J,Wappner P,1
Acevedo J,Sorianello E,1
Acevedo J,Perez-Perri J,1
Acevedo J,Melani M,1
Acevedo J,Katz M,1
Sommario N,Wappner P,1
Rodriguez F,Wappner P,1
Rodriguez F,Sommario N,1
Peters T,Wappner P,1
Peters T,Sommario N,1
Peters T,Rodriguez F,1
Perez-Pandolfo S,Wappner P,1
Perez-Pandolfo S,Sommario N,1
Perez-Pandolfo S,Rodriguez F,1
Perez-Pandolfo S,Peters T,1
Perez-Perri J,Sorianello E,1
Perez-Perri J,Wappner P,1
Sorianello E,Wappner P,1
Miret N,Ramos Aloi A,1
Randi A,Vassallu F,1
Ramos Aloi A,Vassallu F,1
Ramos Aloi A,Randi A,1
Pinto A,Vassallu F,1
Pinto A,Randi A,1
Pinto A,Ramos Aloi A,1
Miret N,Vassallu F,1
Miret N,Randi A,1
Miret N,Pinto A,1
Goldstein J,Igaz L,1
Igaz L,Randi A,1
Igaz L,Ramos Aloi A,1
Igaz L,Pinto A,1
Igaz L,Miret N,1
Goldstein J,Vassallu F,1
Goldstein J,Randi A,1
Goldstein J,Ramos Aloi A,1
Goldstein J,Miret N,1
Melani M,Sommario N,1
Melani M,Rodriguez F,1
Melani M,Peters T,1
Rela L,Sanchez Armijos K,1
Boccaccio G,Peters T,1
Boccaccio G,Perez-Pandolfo S,1
Boccaccio G,Melani M,1
Boccaccio G,Katz M,1
Boccaccio G,Evangelisti F,1
Boccaccio G,Borrat A,1
Sanchez Armijos K,Tubert C,1
Sanchez Armijos K,Stahl A,1
Paz R,Sanchez Armijos K,1
Boccaccio G,Sommario N,1
Murer M,Sanchez Armijos K,1
Reppetti J,Tomas E,1
Nora M,Tomas E,1
Nora M,Reppetti J,1
Mariana F,Tomas E,1
Mariana F,Reppetti J,1
Mariana F,Nora M,1
German G,Tomas E,1
Boccaccio G,Rodriguez F,1
Boccaccio G,Wappner P,1
Melani M,Perez-Pandolfo S,1
Evangelisti F,Perez-Pandolfo S,1
Katz M,Sommario N,1
Katz M,Rodriguez F,1
Katz M,Peters T,1
Katz M,Perez-Pandolfo S,1
Evangelisti F,Wappner P,1
Evangelisti F,Sommario N,1
Evangelisti F,Rodriguez F,1
Evangelisti F,Peters T,1
Evangelisti F,Melani M,1
Borrat A,Evangelisti F,1
Evangelisti F,Katz M,1
Borrat A,Wappner P,1
Borrat A,Sommario N,1
Borrat A,Rodriguez F,1
Borrat A,Peters T,1
Borrat A,Perez-Pandolfo S,1
Borrat A,Melani M,1
Borrat A,Katz M,1
Bello E,Gomez Acosta M,1
Belforte J,Gomez Acosta M,1
Martin J,Thanh C,1
Echevarria M,Gonzalez-Vinceiro L,1
Rodriguez R,Silberstein C,1
Paz L,Vlachovsky S,1
Paz L,Silberstein C,1
Paz L,Rodriguez R,1
Oddo E,Rodriguez R,1
Oddo E,Paz L,1
Ibarra F,Rodriguez R,1
Ibarra F,Paz L,1
Goette N,Rodriguez R,1
Goette N,Paz L,1
Di Ciano L,Rodriguez R,1
Di Ciano L,Paz L,1
Azurmendi P,Rodriguez R,1
Azurmendi P,Paz L,1
Merlo S,Pedreira M,1
Merlo E,Pedreira M,1
Merlo E,Merlo S,1
Belluscio M,Pedreira M,1
Belluscio M,Merlo S,1
Rodriguez R,Vlachovsky S,1
Capurro C,Cremaschi G,1
Capurro C,Larocca M,1
Coletti M,Morici J,1
Calle-Castillejo C,Ramirez-Lorca R,1
Calle-Castillejo C,Netti V,1
Calle-Castillejo C,Mayo M,1
Calle-Castillejo C,Mayo F,1
Calle-Castillejo C,Hiraldo-Gonzalez L,1
Calle-Castillejo C,Gonzalez-Vinceiro L,1
Calle-Castillejo C,Echevarria M,1
Coletti M,Silva A,1
Coletti M,Miranda M,1
Capurro C,Sobrevia L,1
Bekinschtein P,Coletti M,1
Sobrevia L,Vila Petroff M,1
Larocca M,Vila Petroff M,1
Larocca M,Sobrevia L,1
Cremaschi G,Vila Petroff M,1
Cremaschi G,Sobrevia L,1
Cremaschi G,Larocca M,1
Capurro C,Vila Petroff M,1
Belluscio M,Merlo E,1
Ortiz J,Rocco L,1
Faillace M,Ortiz J,1
Pan T,Pilcher C,1
Pilcher C,Roychoudhury P,1
Pilcher C,Reppetti J,1
Pan T,Vo P,1
Pan T,Thanh C,1
Pan T,Stone M,1
Pan T,Siegel D,1
Pan T,Roychoudhury P,1
Pan T,Reppetti J,1
Milush J,Vo P,1
Pilcher C,Stone M,1
Milush J,Thanh C,1
Milush J,Stone M,1
Milush J,Siegel D,1
Milush J,Roychoudhury P,1
Milush J,Reppetti J,1
Milush J,Pilcher C,1
Milush J,Pan T,1
Martin J,Vo P,1
Pilcher C,Siegel D,1
Pilcher C,Thanh C,1
Bernabeu R,Ortiz J,1
Siegel D,Stone M,1
Sacerdoti F,Silberstein C,1
Sacerdoti F,Sanchez D,1
Fischer Sigel L,Sacerdoti F,1
Thanh C,Vo P,1
Stone M,Vo P,1
Stone M,Thanh C,1
Siegel D,Vo P,1
Siegel D,Thanh C,1
Roychoudhury P,Vo P,1
Pilcher C,Vo P,1
Roychoudhury P,Thanh C,1
Roychoudhury P,Stone M,1
Roychoudhury P,Siegel D,1
Reppetti J,Vo P,1
Reppetti J,Thanh C,1
Reppetti J,Stone M,1
Reppetti J,Siegel D,1
Reppetti J,Roychoudhury P,1
Calle-Castillejo C,Rodriguez-Gomez F,1
Echevarria M,Hiraldo-Gonzalez L,1
Belforte J,Bello E,1
Echevarria M,Mayo F,1
Di Giusto G,Gomez F,1
Di Giusto G,Giron Reyes D,1
Damiano A,Gomez F,1
Damiano A,Giron Reyes D,1
Damiano A,Di Giusto G,1
Balestracci A,Sacerdoti F,1
Balestracci A,Reppetti J,1
Balestracci A,Martinez N,1
Balestracci A,Gomez F,1
Balestracci A,Giron Reyes D,1
Balestracci A,Di Giusto G,1
Balestracci A,Damiano A,1
Amaral M,Martinez N,1
Amaral M,Giron Reyes D,1
Amaral M,Di Giusto G,1
Alvarez R,Reppetti J,1
Alvarez R,Martinez N,1
Alvarez R,Giron Reyes D,1
Alvarez R,Di Giusto G,1
Di Giusto G,Martinez N,1
Di Giusto G,Reppetti J,1
Di Giusto G,Sacerdoti F,1
Cebral E,Damiano A,1
Molina Ponce T,Netti V,1
Ford P,Molina Ponce T,1
Di Giusto G,Molina Ponce T,1
Cutrera N,Molina Ponce T,1
Cocca M,Molina Ponce T,1
Capurro C,Molina Ponce T,1
Damiano A,Gualdoni G,1
Cebral E,Gualdoni G,1
Barril C,Gualdoni G,1
Giron Reyes D,Gomez F,1
Barril C,Damiano A,1
Barril C,Cebral E,1
Martinez N,Sacerdoti F,1
Gomez F,Reppetti J,1
Gomez F,Martinez N,1
Giron Reyes D,Sacerdoti F,1
Giron Reyes D,Reppetti J,1
Giron Reyes D,Martinez N,1
Alvarez R,Damiano A,1
Alvarez R,Balestracci A,1
Lerner G,Solano A,1
Hiraldo-Gonzalez L,Mayo F,1
Mayo F,Rodriguez-Gomez F,1
Mayo F,Ramirez-Lorca R,1
Mayo F,Netti V,1
Mayo F,Mayo M,1
Hiraldo-Gonzalez L,Rodriguez-Gomez F,1
Hiraldo-Gonzalez L,Ramirez-Lorca R,1
Hiraldo-Gonzalez L,Netti V,1
Hiraldo-Gonzalez L,Mayo M,1
Gonzalez-Vinceiro L,Rodriguez-Gomez F,1
Mayo M,Ramirez-Lorca R,1
Gonzalez-Vinceiro L,Ramirez-Lorca R,1
Gonzalez-Vinceiro L,Netti V,1
Gonzalez-Vinceiro L,Mayo M,1
Gonzalez-Vinceiro L,Mayo F,1
Gonzalez-Vinceiro L,Hiraldo-Gonzalez L,1
Echevarria M,Rodriguez-Gomez F,1
Echevarria M,Ramirez-Lorca R,1
Echevarria M,Mayo M,1
Mayo M,Netti V,1
Mayo M,Rodriguez-Gomez F,1
Lerner G,Riquelme L,1
Caffaro P,Riquelme L,1
Lerner G,Perez-Chada D,1
Griffa G,Riquelme L,1
Griffa G,Perez-Chada D,1
Griffa G,Lerner G,1
Deleglise A,Riquelme L,1
Deleglise A,Perez-Chada D,1
Deleglise A,Lerner G,1
Caffaro P,Solano A,1
Caffaro P,Perez-Chada D,1
Netti V,Ramirez-Lorca R,1
Caffaro P,Griffa G,1
Caffaro P,Deleglise A,1
Giachini F,Hryciw D,1
Damiano A,Hryciw D,1
Castro-Parodi M,Hryciw D,1
Castro-Parodi M,Giachini F,1
Ramirez-Lorca R,Rodriguez-Gomez F,1
Netti V,Rodriguez-Gomez F,1
Cavaliere Candedo V,Kauffman M,1
Aguiar A,Oliveira de Souza J,1
Cavaliere Candedo V,Gonzalez J,1
Albanese A,Fiorentino G,1
Cataldi A,Fernandez Brando R,1
Amaral M,Vilte D,1
Amaral M,Seyahian E,1
Amaral M,Mercado E,1
Amaral M,Fiorentino G,1
Albanese A,Seyahian E,1
Albanese A,Sacerdoti F,1
Albanese A,Palermo M,1
Albanese A,Fernandez Brando R,1
Fernandez Brando R,Fiorentino G,1
Albanese A,Amaral M,1
Martinez N,Ortiz M,1
Damiano A,Ortiz M,1
Corominas A,Ortiz M,1
Balconi S,Ortiz M,1
Nakazawa K,Pretell Annan C,1
Nakao K,Pretell Annan C,1
Nakao K,Nakazawa K,1
Cataldi A,Seyahian E,1
Fernandez Brando R,Mercado E,1
Bellizzi Y,Roguin L,1
Mercado E,Seyahian E,1
Bellizzi Y,Delpiccolo C,1
Bellizzi Y,Cornier P,1
Bellizzi Y,Boggian D,1
Bellizzi Y,Blank V,1
Seyahian E,Vilte D,1
Sacerdoti F,Vilte D,1
Sacerdoti F,Seyahian E,1
Palermo M,Seyahian E,1
Mercado E,Sacerdoti F,1
