Year,Author,N_Publications
2024,Faillace M,1
2024,Fernandez-Brando R,1
2024,Fischer Sigel L,1
2024,Geoghegan P,1
2024,Giachini F,1
2024,Goette N,1
2024,Goldstein J,1
2024,Gonzalez-Vinceiro L,1
2024,Griffa G,1
2024,Gualdoni G,1
2024,Hiraldo-Gonzalez L,1
2024,Hryciw D,1
2024,Ibarra C,1
2024,Ibarra F,1
2024,Igaz L,1
2024,Larocca M,1
2024,Lerner G,1
2024,Malchiodi E,1
2024,Mayo F,1
2024,Mayo M,1
2024,Merlo E,1
2024,Merlo S,1
2024,Miranda M,1
2024,Morici J,1
2024,Netti V,1
2024,Oddo E,1
2024,Ortiz J,1
2024,Palermo M,1
2024,Paz L,1
2024,Pedreira M,1
2024,Perez-Chada D,1
2024,Pinto A,1
2024,Ramirez-Lorca R,1
2024,Riquelme L,1
2024,Rocco L,1
2024,Rodriguez R,1
2024,Rodriguez-Gomez F,1
2024,Rosso O,1
2024,Sacerdoti F,2
2024,Sanchez D,1
2024,Silberstein C,2
2024,Silva A,1
2024,Sobrevia L,1
2024,Solano A,1
2024,Valverde E,1
2024,Vampa V,1
2024,Vassallu F,1
2024,Vila Petroff M,1
2024,Vlachovsky S,1
2024,Zotta E,1
2025,Abad C,1
2025,Acevedo J,1
2025,Alicia D,1
2025,Alipio P,1
2025,Alvarez R,1
2025,Amaral M,1
2025,Arias S,1
2025,Arredondo S,1
2025,Azpiazu M,1
2025,Bademosi A,1
2025,Balestracci A,2
2025,Belforte J,2
2025,Bello E,1
2025,Beltramone N,1
2025,Blizzard C,1
2025,Boccaccio G,1
2025,Bochicchio P,1
2025,Bodin D,1
2025,Bongiovanni V,1
2025,Borrat A,1
2025,Brown-Wright H,1
2025,Cao M,1
2025,Capurro C,2
2025,Casal J,1
2025,Castro Parodi M,1
2025,Celi A,1
2025,Chang M,1
2025,Chavez A,1
2025,Chye Y,1
2025,Cocca M,1
2025,Correale J,1
2025,Cutrera N,1
2025,Damiano A,4
2025,De Pino G,1
2025,Deleglise A,1
2025,Della-Maggiore V,2
2025,Di Ciano L,1
2025,Di Giusto G,3
2025,Di Paola M,1
2025,Estay S,1
2025,Etcheverry T,1
2025,Evangelisti F,1
2025,Fabian L,1
2025,Fanelli M,1
2025,Farina M,2
2025,Fernandez N,1
2025,Fischer Sigel L,1
2025,Ford P,2
2025,Fuenzalida M,1
2025,Galo A,1
2025,Garcia-Rojas F,1
2025,Garcia-Verdugo M,1
2025,German G,1
2025,Giron Reyes D,1
2025,Goldstein J,1
2025,Gomez Acosta M,1
2025,Gomez F,1
2025,Gornalusse G,1
2025,Granado N,1
2025,Griffa G,2
2025,Gustincich S,1
2025,Harutyunyan A,1
2025,Huang S,1
2025,Ibarra C,1
2025,Ibarra F,1
2025,Igaz L,3
2025,Jacobacci F,1
2025,Jercog P,1
2025,Jorge G,1
2025,Katz M,3
2025,Lacour A,1
2025,Lanciego J,1
2025,Lee H,1
2025,Luan W,1
2025,Madrid San Martin L,1
2025,Marcora M,1
2025,Mariana F,1
2025,Marin R,1
2025,Martinez N,2
2025,Melani M,2
2025,Mendieta L,1
2025,Miret N,1
2025,Molina Ponce T,1
2025,Moratalla R,2
2025,Murer M,3
2025,Netti V,1
2025,Nora M,1
2025,Pagani M,1
2025,Palombo M,1
2025,Pasquini J,1
2025,Paz R,1
2025,Perez-Chada D,1
2025,Perez-Pandolfo S,1
2025,Perez-Perri J,1
2025,Peters T,1
2025,Pinto A,1
2025,Ramos Aloi A,1
2025,Randi A,1
2025,Rayes D,1
2025,Rela L,1
2025,Reppetti J,3
2025,Reynoso M,1
2025,Rivarola V,1
2025,Robinson K,1
2025,Rodriguez F,1
2025,Rodriguez-Martin P,1
2025,Sacerdoti F,1
2025,San Gil R,1
2025,Sanchez Armijos K,1
2025,Sanchez D,1
2025,Santander O,1
2025,Schonfeld D,1
2025,Scotter E,1
2025,Sierra M,1
2025,Silberstein C,1
2025,Solano A,1
2025,Solomons D,1
2025,Sommario N,1
2025,Sorianello E,1
2025,Stahl A,1
2025,Sterba J,1
2025,Tizabi Y,1
2025,Tomas E,1
2025,Tubert C,1
2025,Uehara J,1
2025,Varela-Nallar L,1
2025,Vassallu F,3
2025,Venturato J,1
2025,Vigo D,1
2025,Vlachovsky S,1
2025,Walker A,1
2025,Wappner P,2
2025,West P,1
2025,Wu H,1
2025,Yeffal A,1
2026,Acurio J,1
2026,Agostino P,1
2026,Aguilar L,1
2026,Alberquilla S,1
2026,Alexander A,1
2026,Alford S,1
2026,Alvarez A,1
2026,Alzheimer's Association Innovation Roundtable,1
2026,Amaral M,1
2026,Arias L,1
2026,Ayala-Ramirez P,1
2026,Azevedo V,1
2026,Barba V,1
2026,Barragan-Zuniga L,1
2026,Belforte J,2
2026,Belluscio M,1
2026,Beltramone N,1
2026,Blanco M,1
2026,Bom A,1
2026,Borbely A,1
2026,Bortman G,2
2026,Breithaupt A,1
2026,Bumaschny V,1
2026,Burgos C,1
2026,Caltana L,1
2026,Canteras N,1
2026,Capurro C,4
2026,Carbonari C,1
2026,Cardenas F,1
2026,Cardona P,1
2026,Carrasquillo Y,1
2026,Carreira M,1
2026,Casal J,2
2026,Casale R,1
2026,Castro Parodi M,1
2026,Celi A,1
2026,Chatel J,1
2026,Chen G,1
2026,Chinen I,1
2026,Cocca M,1
2026,Corominas A,1
2026,Cutrera N,1
2026,Damiano A,7
2026,Daniels A,1
2026,Daven M,1
2026,Deaner N,1
2026,Della-Maggiore V,1
2026,Depino A,1
2026,Dezzutti L,1
2026,Di Benedetto S,1
2026,Di Giusto G,3
2026,Duenas Z,1
2026,Dujovne N,1
2026,Echevarria M,1
2026,Enriquez-Mendiola D,1
2026,Escudero C,1
2026,Etcheverry T,1
2026,Farina M,1
2026,Fernandez N,1
2026,Ferrary Americo M,1
2026,Ferreira R,1
2026,Ferreiros A,1
2026,Ferreyra R,2
2026,Fischer Sigel L,1
2026,Fonseca S,1
2026,Ford P,2
2026,Galaviz-Hernandez C,2
2026,Garcia-Robles R,1
2026,Garzon V,1
2026,Giachini F,1
2026,Giron D,1
2026,Goldstein J,1
2026,Gomes Pio M,1
2026,Gomez F,1
2026,Gomez G,1
2026,Gornalusse G,1
2026,Griffa G,1
2026,Grippo A,1
2026,Henrique C,1
2026,Henrique I,1
2026,Henry C,1
2026,Huang S,1
2026,Igaz L,4
2026,Iribarne J,1
2026,Izurieta M,1
2026,Kasanetz F,1
2026,Lacour A,1
2026,Lazalde-Ramos B,1
2026,Lazzati J,1
2026,Lee H,1
2026,Lopez Ambrosioni F,1
2026,Lopez M,1
2026,Luz D,1
2026,Marchat L,1
2026,Marini M,1
2026,Marques da Silva W,3
2026,Marti J,1
2026,Martinez M,1
2026,Martinez N,1
2026,Mechali A,1
2026,Medina Y,1
2026,Merino-Serrais P,1
2026,Miliwebsky E,1
2026,Moncada D,1
2026,Montiel J,1
2026,Moratalla R,1
2026,Murer M,3
2026,Naik A,1
2026,Netti V,2
2026,Nieva G,1
2026,Olazabal D,1
2026,Palacios D,1
2026,Palombo M,1
2026,Paz R,1
2026,Perello M,1
2026,Pertusa M,1
2026,Piazza A,2
2026,Piazza R,1
2026,Pinto A,1
2026,Politi M,2
2026,Possin K,1
2026,Ramos A,1
2026,Ramos-Aloi A,1
2026,Rayes D,1
2026,Rela L,1
2026,Renfijes M,1
2026,Reppetti J,1
2026,Reynaldo M,1
2026,Reynoso M,2
2026,Riboldi J,1
2026,Rivarola V,1
2026,Rivolta C,1
2026,Rocha L,1
2026,Rodriguez-Labrada R,1
2026,Romussi S,1
2026,Sabbagh M,1
2026,Sacerdoti F,1
2026,Salas-Prieto C,1
2026,Sanchez D,1
2026,Sanchez-Vincitore L,1
2026,Sidhu S,1
2026,Sierra M,1
2026,Sifuentes-Garcia J,1
2026,Silberstein C,1
2026,Simental-Mendia L,1
2026,Singh S,1
2026,Solano A,1
2026,Solimine F,1
2026,Sosa-Macias M,2
2026,Stahl A,1
2026,Taravini I,1
2026,Targovnik H,1
2026,Tubert C,1
2026,Valdivia S,1
2026,Valenzuela-Torres P,1
2026,Vassallu F,3
2026,Verano-Braga T,1
2026,Vertiz-Hernandez A,1
2026,Vilela Rodrigues T,1
2026,Viola H,1
2026,Yeffal A,1
2026,Zappa J,1
2026,Zotta E,1
