GeneID,Symbol_x,TaxID_x,PathwaySource,PathwayID,PathwayName,GeneConcept,Symbol_y,TaxID_y,Organism
6571,SLC18A2,9606,kegg,hsa04728,Dopaminergic synapse - Homo sapiens (human),SLC18A2,SLC18A2,,Homo sapiens
6571,SLC18A2,9606,kegg,hsa05012,Parkinson disease - Homo sapiens (human),SLC18A2,SLC18A2,,Homo sapiens
6571,SLC18A2,9606,kegg,hsa05030,Cocaine addiction - Homo sapiens (human),SLC18A2,SLC18A2,,Homo sapiens
6571,SLC18A2,9606,kegg,hsa05031,Amphetamine addiction - Homo sapiens (human),SLC18A2,SLC18A2,,Homo sapiens
6571,SLC18A2,9606,kegg,hsa05034,Alcoholism - Homo sapiens (human),SLC18A2,SLC18A2,,Homo sapiens
6571,SLC18A2,9606,wikipathways,WP1602,Nicotine Activity on Dopaminergic Neurons,SLC18A2,SLC18A2,,Homo sapiens
6571,SLC18A2,9606,wikipathways,WP2267,Synaptic Vesicle Pathway,SLC18A2,SLC18A2,,Homo sapiens
6571,SLC18A2,9606,wikipathways,WP2855,Dopaminergic Neurogenesis,SLC18A2,SLC18A2,,Homo sapiens
366,AQP9,9606,kegg,hsa04613,Neutrophil extracellular trap formation - Homo sapiens (human),AQP9,AQP9,,Homo sapiens
366,AQP9,9606,kegg,hsa04976,Bile secretion - Homo sapiens (human),AQP9,AQP9,,Homo sapiens
366,AQP9,9606,wikipathways,WP3527,Pre-implantation embryo,AQP9,AQP9,,Homo sapiens
358,AQP1,9606,kegg,hsa04924,Renin secretion - Homo sapiens (human),AQP1,AQP1,,Homo sapiens
358,AQP1,9606,kegg,hsa04964,Proximal tubule bicarbonate reclamation - Homo sapiens (human),AQP1,AQP1,,Homo sapiens
358,AQP1,9606,kegg,hsa04976,Bile secretion - Homo sapiens (human),AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00078,Chlorothiazide Action Pathway,AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00080,Polythiazide Action Pathway,AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00081,Methyclothiazide Action Pathway,AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00088,Bumetanide Action Pathway,AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00090,Bendroflumethiazide Action Pathway,AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00091,Quinethazone Action Pathway,AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00097,Ethacrynic Acid Action Pathway,AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00100,Hydrochlorothiazide Action Pathway,AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00103,Cyclothiazide Action Pathway,AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00105,Metolazone Action Pathway,AQP1,AQP1,,Homo sapiens
358,AQP1,9606,smpdb,SMP00108,Hydroflumethiazide Action Pathway,AQP1,AQP1,,Homo sapiens
