PMID,Section,EntityType,Mention,NormalizedName,NormalizedID,Database,Valid,GeneID,Symbol,Description,TaxID,Organism,CommonName,GeneConcept
39327159,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
39442808,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
39442808,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
39442808,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
39442808,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
39442808,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
39442808,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
39442808,abstract,Gene,aquaporin-1,AQP1,358,ncbi_gene,True,358,AQP1,aquaporin 1 (Colton blood group),,Homo sapiens,human,AQP1
39442808,abstract,Gene,AQP1,AQP1,358,ncbi_gene,True,358,AQP1,aquaporin 1 (Colton blood group),,Homo sapiens,human,AQP1
39442808,abstract,Gene,aquaporin-4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39442808,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39442808,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
39442808,abstract,Gene,Stx2a,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
39442808,abstract,Gene,AQP1,AQP1,358,ncbi_gene,True,358,AQP1,aquaporin 1 (Colton blood group),,Homo sapiens,human,AQP1
39442808,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39442808,abstract,Gene,AQP1,AQP1,358,ncbi_gene,True,358,AQP1,aquaporin 1 (Colton blood group),,Homo sapiens,human,AQP1
39442808,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39461007,title,Gene,AQP3,Aqp3,11828,ncbi_gene,True,11828,Aqp3,aquaporin 3,,Mus musculus,house mouse,AQP3
39461007,abstract,Gene,AQP3,Aqp3,11828,ncbi_gene,True,11828,Aqp3,aquaporin 3,,Mus musculus,house mouse,AQP3
39461007,abstract,Gene,AQP3,Aqp3,11828,ncbi_gene,True,11828,Aqp3,aquaporin 3,,Mus musculus,house mouse,AQP3
39461007,abstract,Gene,caspase-3,Casp3,12367,ncbi_gene,True,12367,Casp3,caspase 3,,Mus musculus,house mouse,CASP3
39461007,abstract,Gene,AQP3,Aqp3,11828,ncbi_gene,True,11828,Aqp3,aquaporin 3,,Mus musculus,house mouse,AQP3
39461007,abstract,Gene,AQP3,Aqp3,11828,ncbi_gene,True,11828,Aqp3,aquaporin 3,,Mus musculus,house mouse,AQP3
39485629,title,Gene,Osteopontin,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39485629,title,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39485629,title,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
39485629,abstract,Gene,Aquaporin-4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39485629,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39485629,abstract,Gene,Transient Receptor Potential Vanilloid 4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
39485629,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
39485629,abstract,Gene,Osteopontin,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39485629,abstract,Gene,OPN,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39485629,abstract,Gene,OPN,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39485629,abstract,Gene,OPN,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39485629,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39485629,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
39485629,abstract,Gene,OPN,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39485629,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39485629,abstract,Gene,OPN,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39485629,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39485629,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
39485629,abstract,Gene,OPN,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39485629,abstract,Gene,OPN,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39485629,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
39485629,abstract,Gene,OPN,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39485629,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
39485629,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
39485629,abstract,Gene,OPN,SPP1,6696,ncbi_gene,True,6696,SPP1,secreted phosphoprotein 1,,Homo sapiens,human,SPP1
39553573,abstract,Gene,Stx2,Stx2,13852,ncbi_gene,True,13852,Stx2,syntaxin 2,,Mus musculus,house mouse,STX2
39553573,abstract,Gene,Stx2,Stx2,13852,ncbi_gene,True,13852,Stx2,syntaxin 2,,Mus musculus,house mouse,STX2
32311511,title,Gene,Pomc,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,title,Gene,Npy,Npy,109648,ncbi_gene,True,109648,Npy,neuropeptide Y,,Mus musculus,house mouse,NPY
32311511,abstract,Gene,proopiomelanocortin,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,Pomc,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,Pomc,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,Pomc,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,Neuropeptide Y,Npy,109648,ncbi_gene,True,109648,Npy,neuropeptide Y,,Mus musculus,house mouse,NPY
32311511,abstract,Gene,NPY,Npy,109648,ncbi_gene,True,109648,Npy,neuropeptide Y,,Mus musculus,house mouse,NPY
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,Pomc,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,Pomc,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,Pomc,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,neuropeptide Y,Npy,109648,ncbi_gene,True,109648,Npy,neuropeptide Y,,Mus musculus,house mouse,NPY
32311511,abstract,Gene,NPY,Npy,109648,ncbi_gene,True,109648,Npy,neuropeptide Y,,Mus musculus,house mouse,NPY
32311511,abstract,Gene,Pomc,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,Pomc,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,NPY,Npy,109648,ncbi_gene,True,109648,Npy,neuropeptide Y,,Mus musculus,house mouse,NPY
32311511,abstract,Gene,Pomc,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,POMC,Pomc,18976,ncbi_gene,True,18976,Pomc,pro-opiomelanocortin-alpha,,Mus musculus,house mouse,POMC
32311511,abstract,Gene,NPY,Npy,109648,ncbi_gene,True,109648,Npy,neuropeptide Y,,Mus musculus,house mouse,NPY
32360730,abstract,Gene,ERK1/2,rl,3354888,ncbi_gene,True,3354888,rl,rolled,,Drosophila melanogaster,fruit fly,RL
32360730,abstract,Gene,NF1,Nf1,43149,ncbi_gene,True,43149,Nf1,Neurofibromin 1,,Drosophila melanogaster,fruit fly,NF1
32360730,abstract,Gene,NF1,Nf1,43149,ncbi_gene,True,43149,Nf1,Neurofibromin 1,,Drosophila melanogaster,fruit fly,NF1
32360730,abstract,Gene,ERK1/2,rl,3354888,ncbi_gene,True,3354888,rl,rolled,,Drosophila melanogaster,fruit fly,RL
32482148,abstract,Gene,CCL2,CCL2,6347,ncbi_gene,True,6347,CCL2,C-C motif chemokine ligand 2,,Homo sapiens,human,CCL2
32482148,abstract,Gene,monocyte chemoattractant protein-1,CCL2,6347,ncbi_gene,True,6347,CCL2,C-C motif chemokine ligand 2,,Homo sapiens,human,CCL2
32482148,abstract,Gene,CCL3,CCL3,6348,ncbi_gene,True,6348,CCL3,C-C motif chemokine ligand 3,,Homo sapiens,human,CCL3
32482148,abstract,Gene,macrophage inflammatory protein-1 alpha,CCL3,6348,ncbi_gene,True,6348,CCL3,C-C motif chemokine ligand 3,,Homo sapiens,human,CCL3
32482148,abstract,Gene,CCL5,CCL5,6352,ncbi_gene,True,6352,CCL5,C-C motif chemokine ligand 5,,Homo sapiens,human,CCL5
32482148,abstract,Gene,chemokine (C-C motif) ligand 5,CCL5,6352,ncbi_gene,True,6352,CCL5,C-C motif chemokine ligand 5,,Homo sapiens,human,CCL5
32482148,abstract,Gene,Gb3,A4GALT,53947,ncbi_gene,True,53947,A4GALT,"alpha 1,4-galactosyltransferase (P1PK blood group)",,Homo sapiens,human,A4GALT
32482148,abstract,Gene,HIF,,,,False,,,,,,,
32482148,abstract,Gene,hypoxia-inducible factor,,,,False,,,,,,,
32482148,abstract,Gene,IFN,IFNA1,3439,ncbi_gene,True,3439,IFNA1,interferon alpha 1,,Homo sapiens,human,IFNA1
32482148,abstract,Gene,Ig,,,,False,,,,,,,
32482148,abstract,Gene,PGF,PGF,5228,ncbi_gene,True,5228,PGF,placental growth factor,,Homo sapiens,human,PGF
32482148,abstract,Gene,placental growth factor,PGF,5228,ncbi_gene,True,5228,PGF,placental growth factor,,Homo sapiens,human,PGF
32482148,abstract,Gene,VEGF,VEGFA,7422,ncbi_gene,True,7422,VEGFA,vascular endothelial growth factor A,,Homo sapiens,human,VEGFA
32525252,abstract,Gene,Pc9,Pcsk9,100102,ncbi_gene,True,100102,Pcsk9,proprotein convertase subtilisin/kexin type 9,,Mus musculus,house mouse,PCSK9
32525252,abstract,Gene,Pc9,Pcsk9,100102,ncbi_gene,True,100102,Pcsk9,proprotein convertase subtilisin/kexin type 9,,Mus musculus,house mouse,PCSK9
32525252,abstract,Gene,Pc9,Pcsk9,100102,ncbi_gene,True,100102,Pcsk9,proprotein convertase subtilisin/kexin type 9,,Mus musculus,house mouse,PCSK9
32525252,abstract,Gene,Bcl-XL,Bcl2l1,12048,ncbi_gene,True,12048,Bcl2l1,BCL2-like 1,,Mus musculus,house mouse,BCL2L1
32525252,abstract,Gene,Bcl-2,Bcl2,12043,ncbi_gene,True,12043,Bcl2,B cell leukemia/lymphoma 2,,Mus musculus,house mouse,BCL2
32525252,abstract,Gene,Bid,Bid,12122,ncbi_gene,True,12122,Bid,BH3 interacting domain death agonist,,Mus musculus,house mouse,BID
32525252,abstract,Gene,caspase-3,Casp3,12367,ncbi_gene,True,12367,Casp3,caspase 3,,Mus musculus,house mouse,CASP3
32525252,abstract,Gene,PARP-1,Parp1,11545,ncbi_gene,True,11545,Parp1,"poly (ADP-ribose) polymerase family, member 1",,Mus musculus,house mouse,PARP1
32525252,abstract,Gene,CD107a,Lamp1,16783,ncbi_gene,True,16783,Lamp1,lysosomal-associated membrane protein 1,,Mus musculus,house mouse,LAMP1
32525252,abstract,Gene,interferon-gamma,Ifng,15978,ncbi_gene,True,15978,Ifng,interferon gamma,,Mus musculus,house mouse,IFNG
32525252,abstract,Gene,tumor necrosis factor-alpha,Tnf,21926,ncbi_gene,True,21926,Tnf,tumor necrosis factor,,Mus musculus,house mouse,TNF
32525252,abstract,Gene,Pc9,Pcsk9,100102,ncbi_gene,True,100102,Pcsk9,proprotein convertase subtilisin/kexin type 9,,Mus musculus,house mouse,PCSK9
33094506,title,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
33094506,title,Gene,AQP2,AQP2,359,ncbi_gene,True,359,AQP2,aquaporin 2,,Homo sapiens,human,AQP2
33094506,abstract,Gene,transient receptor potential vanilloid 4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
33094506,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
33094506,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
33094506,abstract,Gene,AQP2,AQP2,359,ncbi_gene,True,359,AQP2,aquaporin 2,,Homo sapiens,human,AQP2
33094506,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
33094506,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
33094506,abstract,Gene,AQP2,AQP2,359,ncbi_gene,True,359,AQP2,aquaporin 2,,Homo sapiens,human,AQP2
33094506,abstract,Gene,AQP2,AQP2,359,ncbi_gene,True,359,AQP2,aquaporin 2,,Homo sapiens,human,AQP2
33094506,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
33094506,abstract,Gene,AQP2,AQP2,359,ncbi_gene,True,359,AQP2,aquaporin 2,,Homo sapiens,human,AQP2
33094506,abstract,Gene,TRPV4,TRPV4,59341,ncbi_gene,True,59341,TRPV4,transient receptor potential cation channel subfamily V member 4,,Homo sapiens,human,TRPV4
33094506,abstract,Gene,AQP2,AQP2,359,ncbi_gene,True,359,AQP2,aquaporin 2,,Homo sapiens,human,AQP2
33094506,abstract,Gene,AQP2,AQP2,359,ncbi_gene,True,359,AQP2,aquaporin 2,,Homo sapiens,human,AQP2
33363456,title,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,Tardbp,230908,ncbi_gene,True,230908,Tardbp,TAR DNA binding protein,,Mus musculus,house mouse,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,Tardbp,230908,ncbi_gene,True,230908,Tardbp,TAR DNA binding protein,,Mus musculus,house mouse,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,Tardbp,230908,ncbi_gene,True,230908,Tardbp,TAR DNA binding protein,,Mus musculus,house mouse,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33363456,abstract,Gene,TDP-43,TARDBP,23435,ncbi_gene,True,23435,TARDBP,TAR DNA binding protein,,Homo sapiens,human,TARDBP
33547844,abstract,Gene,dopamine D1/D5 receptor,Drd1,13488,ncbi_gene,True,13488,Drd1,dopamine receptor D1,,Mus musculus,house mouse,DRD1
33685676,title,Gene,Stx2,STX2,519148,ncbi_gene,True,519148,STX2,syntaxin 2,,Bos taurus,domestic cattle,STX2
33685676,abstract,Gene,Stx2,STX2,519148,ncbi_gene,True,519148,STX2,syntaxin 2,,Bos taurus,domestic cattle,STX2
33685676,abstract,Gene,Stx2,STX2,519148,ncbi_gene,True,519148,STX2,syntaxin 2,,Bos taurus,domestic cattle,STX2
33685676,abstract,Gene,Stx2,STX2,519148,ncbi_gene,True,519148,STX2,syntaxin 2,,Bos taurus,domestic cattle,STX2
33685676,abstract,Gene,Stx2,STX2,519148,ncbi_gene,True,519148,STX2,syntaxin 2,,Bos taurus,domestic cattle,STX2
33685676,abstract,Gene,Stx2,STX2,519148,ncbi_gene,True,519148,STX2,syntaxin 2,,Bos taurus,domestic cattle,STX2
33685676,abstract,Gene,Stx2,STX2,519148,ncbi_gene,True,519148,STX2,syntaxin 2,,Bos taurus,domestic cattle,STX2
33685676,abstract,Gene,Stx2,STX2,519148,ncbi_gene,True,519148,STX2,syntaxin 2,,Bos taurus,domestic cattle,STX2
33685676,abstract,Gene,Stx2,STX2,519148,ncbi_gene,True,519148,STX2,syntaxin 2,,Bos taurus,domestic cattle,STX2
33703954,abstract,Gene,lactate dehydrogenase,,,,False,,,,,,,
33822178,abstract,Gene,NMDA receptors,Grin1,14810,ncbi_gene,True,14810,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",,Mus musculus,house mouse,GRIN1
33822178,abstract,Gene,NMDAr,Grin1,14810,ncbi_gene,True,14810,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",,Mus musculus,house mouse,GRIN1
33822178,abstract,Gene,NMDAr,Grin1,14810,ncbi_gene,True,14810,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",,Mus musculus,house mouse,GRIN1
34155339,abstract,Gene,Gb3,A4GALT,53947,ncbi_gene,True,53947,A4GALT,"alpha 1,4-galactosyltransferase (P1PK blood group)",,Homo sapiens,human,A4GALT
34155339,abstract,Gene,glucosylceramide synthase,UGCG,7357,ncbi_gene,True,7357,UGCG,UDP-glucose ceramide glucosyltransferase,,Homo sapiens,human,UGCG
34155339,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34155339,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34155339,abstract,Gene,Gb3,A4GALT,53947,ncbi_gene,True,53947,A4GALT,"alpha 1,4-galactosyltransferase (P1PK blood group)",,Homo sapiens,human,A4GALT
34155339,abstract,Gene,Gb3,A4GALT,53947,ncbi_gene,True,53947,A4GALT,"alpha 1,4-galactosyltransferase (P1PK blood group)",,Homo sapiens,human,A4GALT
34155339,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34155339,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34155339,abstract,Gene,Stx2,STX2,2054,ncbi_gene,True,2054,STX2,syntaxin 2,,Homo sapiens,human,STX2
34216588,abstract,Gene,ecto-nucleoside triphosphate diphosphohydrolase-1 and -2,ENTPD1,953,ncbi_gene,True,953,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,,Homo sapiens,human,ENTPD1
34216588,abstract,Gene,ecto-5'-nucleotidase,NT5E,4907,ncbi_gene,True,4907,NT5E,5'-nucleotidase ecto,,Homo sapiens,human,NT5E
34263427,title,Gene,Aquaporin-4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,title,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,Aquaporin-4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34263427,abstract,Gene,AQP4,AQP4,361,ncbi_gene,True,361,AQP4,aquaporin 4,,Homo sapiens,human,AQP4
34267676,title,Gene,Tumor Necrosis Factor-Alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,title,Gene,Aquaporin 3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
34267676,abstract,Gene,tumor necrosis factor-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
34267676,abstract,Gene,aquaporin 3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
34267676,abstract,Gene,AQP3,AQP3,360,ncbi_gene,True,360,AQP3,aquaporin 3 (Gill blood group),,Homo sapiens,human,AQP3
34267676,abstract,Gene,TNF-alpha,TNF,7124,ncbi_gene,True,7124,TNF,tumor necrosis factor,,Homo sapiens,human,TNF
