GeneID,Symbol,TaxID,PathwaySource,PathwayID,PathwayName
596,BCL2,9606,wikipathways,WP3888,VEGFA-VEGFR2 Signaling Pathway
596,BCL2,9606,wikipathways,WP3941,Oxidative Damage
596,BCL2,9606,wikipathways,WP3995,Prion disease pathway
596,BCL2,9606,wikipathways,WP4008,NO-cGMP-PKG mediated Neuroprotection
596,BCL2,9606,wikipathways,WP4172,PI3K-Akt signaling pathway
596,BCL2,9606,wikipathways,WP4216,Chromosomal and microsatellite instability in colorectal cancer
596,BCL2,9606,wikipathways,WP4249,Hedgehog Signaling Pathway
596,BCL2,9606,wikipathways,WP4298,Acute viral myocarditis
596,BCL2,9606,wikipathways,WP4399,MicroRNA network associated with chronic lymphocytic leukemia
596,BCL2,9606,wikipathways,WP4657,22q11.2 copy number variation syndrome
596,BCL2,9606,wikipathways,WP4658,Small cell lung cancer
596,BCL2,9606,wikipathways,WP4666,Hepatitis B infection
596,BCL2,9606,wikipathways,WP4673,Male infertility
596,BCL2,9606,wikipathways,WP4698,Vitamin D-sensitive calcium signaling in depression
596,BCL2,9606,wikipathways,WP4754,IL-18 signaling pathway
596,BCL2,9606,wikipathways,WP4806,EGFR Tyrosine Kinase Inhibitor Resistance
596,BCL2,9606,wikipathways,WP4861,Endoplasmic reticulum stress response in coronavirus infection
596,BCL2,9606,wikipathways,WP4864,Host-pathogen interaction of human coronaviruses - apoptosis
596,BCL2,9606,wikipathways,WP4877,Host-pathogen interaction of human coronaviruses - MAPK signaling
596,BCL2,9606,wikipathways,WP49,IL-2 signaling pathway
596,BCL2,9606,wikipathways,WP4925,Unfolded protein response
596,BCL2,9606,wikipathways,WP615,Senescence and Autophagy in Cancer
596,BCL2,9606,wikipathways,WP710,DNA damage response (only ATM dependent)
596,BCL2,9606,wikipathways,WP712,Estrogen signaling pathway
1644,DDC,9606,humancyc,PWY-6030,serotonin and melatonin biosynthesis
1644,DDC,9606,humancyc,PWY-6307,"tryptophan degradation X (mammalian, via tryptamine)"
1644,DDC,9606,humancyc,PWY66-301,catecholamine biosynthesis
1644,DDC,9606,humancyc,PWY66-401,superpathway of tryptophan utilization
1644,DDC,9606,kegg,hsa00350,Tyrosine metabolism - Homo sapiens (human)
1644,DDC,9606,kegg,hsa00360,Phenylalanine metabolism - Homo sapiens (human)
1644,DDC,9606,kegg,hsa00380,Tryptophan metabolism - Homo sapiens (human)
1644,DDC,9606,kegg,hsa04726,Serotonergic synapse - Homo sapiens (human)
1644,DDC,9606,kegg,hsa04728,Dopaminergic synapse - Homo sapiens (human)
1644,DDC,9606,kegg,hsa05030,Cocaine addiction - Homo sapiens (human)
1644,DDC,9606,kegg,hsa05031,Amphetamine addiction - Homo sapiens (human)
1644,DDC,9606,kegg,hsa05034,Alcoholism - Homo sapiens (human)
1644,DDC,9606,netpath,Pathway_AndrogenReceptor,AndrogenReceptor
1644,DDC,9606,smpdb,SMP00006,Tyrosine Metabolism
1644,DDC,9606,smpdb,SMP00012,Catecholamine Biosynthesis
1644,DDC,9606,smpdb,SMP00063,Tryptophan Metabolism
1644,DDC,9606,smpdb,SMP00169,Alkaptonuria
1644,DDC,9606,smpdb,SMP00170,Aromatic L-Aminoacid Decarboxylase Deficiency
1644,DDC,9606,smpdb,SMP00190,Hawkinsinuria
1644,DDC,9606,smpdb,SMP00218,Tyrosinemia Type I
1644,DDC,9606,smpdb,SMP00429,Disulfiram Action Pathway
1644,DDC,9606,smpdb,SMP00494,"Tyrosinemia, transient, of the newborn"
1644,DDC,9606,smpdb,SMP00497,Tyrosine hydroxylase deficiency
1644,DDC,9606,smpdb,SMP00498,Dopamine beta-hydroxylase deficiency
1644,DDC,9606,smpdb,SMP00533,Monoamine oxidase-a deficiency (MAO-A)
1644,DDC,9606,wikipathways,WP1602,Nicotine Activity on Dopaminergic Neurons
1644,DDC,9606,wikipathways,WP2371,"Parkinson,s disease pathway"
1644,DDC,9606,wikipathways,WP2436,Dopamine metabolism
1644,DDC,9606,wikipathways,WP2855,Dopaminergic Neurogenesis
1644,DDC,9606,wikipathways,WP3925,Amino Acid metabolism
1644,DDC,9606,wikipathways,WP465,Tryptophan metabolism
1644,DDC,9606,wikipathways,WP550,Biogenic Amine Synthesis
1644,DDC,9606,wikipathways,WP706,Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways
793,CALB1,9606,kegg,hsa04961,Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)
7432,VIP,9606,kegg,hsa04024,cAMP signaling pathway - Homo sapiens (human)
7432,VIP,9606,kegg,hsa04080,Neuroactive ligand-receptor interaction - Homo sapiens (human)
7432,VIP,9606,netpath,Pathway_AndrogenReceptor,AndrogenReceptor
7432,VIP,9606,wikipathways,WP2596,Gastric acid production
7432,VIP,9606,wikipathways,WP364,IL-6 signaling pathway
7432,VIP,9606,wikipathways,WP4484,Control of immune tolerance by vasoactive intestinal peptide
42490,Mvl,7227,reactome,R-DME-1222556,ROS and RNS production in phagocytes
42490,Mvl,7227,reactome,R-DME-168249,Innate Immune System
42490,Mvl,7227,reactome,R-DME-168256,Immune System
42490,Mvl,7227,reactome,R-DME-382551,Transport of small molecules
42490,Mvl,7227,reactome,R-DME-425407,SLC-mediated transmembrane transport
42490,Mvl,7227,reactome,R-DME-425410,Metal ion SLC transporters
42490,Mvl,7227,reactome,R-DME-6798695,Neutrophil degranulation
42490,Mvl,7227,reactome,R-DME-6803157,Antimicrobial peptides
42490,Mvl,7227,reactome,R-DME-6803544,Ion influx/efflux at host-pathogen interface
42490,Mvl,7227,reactome,R-DME-917937,Iron uptake and transport
46415,Fer1HCH,7227,reactome,R-DME-168249,Innate Immune System
46415,Fer1HCH,7227,reactome,R-DME-168256,Immune System
46415,Fer1HCH,7227,reactome,R-DME-199991,Membrane Trafficking
46415,Fer1HCH,7227,reactome,R-DME-199992,trans-Golgi Network Vesicle Budding
46415,Fer1HCH,7227,reactome,R-DME-382551,Transport of small molecules
46415,Fer1HCH,7227,reactome,R-DME-432722,Golgi Associated Vesicle Biogenesis
46415,Fer1HCH,7227,reactome,R-DME-5653656,Vesicle-mediated transport
46415,Fer1HCH,7227,reactome,R-DME-6798695,Neutrophil degranulation
46415,Fer1HCH,7227,reactome,R-DME-917937,Iron uptake and transport
32260,Fer3HCH,7227,reactome,R-DME-168249,Innate Immune System
32260,Fer3HCH,7227,reactome,R-DME-168256,Immune System
32260,Fer3HCH,7227,reactome,R-DME-199991,Membrane Trafficking
32260,Fer3HCH,7227,reactome,R-DME-199992,trans-Golgi Network Vesicle Budding
32260,Fer3HCH,7227,reactome,R-DME-382551,Transport of small molecules
32260,Fer3HCH,7227,reactome,R-DME-432722,Golgi Associated Vesicle Biogenesis
32260,Fer3HCH,7227,reactome,R-DME-5653656,Vesicle-mediated transport
32260,Fer3HCH,7227,reactome,R-DME-6798695,Neutrophil degranulation
32260,Fer3HCH,7227,reactome,R-DME-917937,Iron uptake and transport
7056,THBD,9606,kegg,hsa04610,Complement and coagulation cascades - Homo sapiens (human)
7056,THBD,9606,kegg,hsa04933,AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)
7056,THBD,9606,kegg,hsa05418,Fluid shear stress and atherosclerosis - Homo sapiens (human)
7056,THBD,9606,pid,fra_pathway,Validated transcriptional targets of AP1 family members Fra1 and Fra2
7056,THBD,9606,wikipathways,WP2877,Vitamin D Receptor Pathway
7056,THBD,9606,wikipathways,WP2880,Glucocorticoid Receptor Pathway
7056,THBD,9606,wikipathways,WP2882,Nuclear Receptors Meta-Pathway
7056,THBD,9606,wikipathways,WP4479,Supression of HMGB1 mediated inflammation by THBD
7056,THBD,9606,wikipathways,WP558,Complement and Coagulation Cascades
3091,HIF1A,9606,biocarta,eponfkbpathway,erythropoietin mediated neuroprotection through nf-kb
3091,HIF1A,9606,biocarta,hifpathway,hypoxia-inducible factor in the cardivascular system
3091,HIF1A,9606,biocarta,p53hypoxiapathway,hypoxia and p53 in the cardiovascular system
3091,HIF1A,9606,biocarta,vegfpathway,vegf hypoxia and angiogenesis
3091,HIF1A,9606,kegg,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa04137,Mitophagy - animal - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa04140,Autophagy - animal - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa04659,Th17 cell differentiation - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa05167,Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa05200,Pathways in cancer - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa05205,Proteoglycans in cancer - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa05211,Renal cell carcinoma - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
3091,HIF1A,9606,kegg,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
3091,HIF1A,9606,netpath,Pathway_RAGE,RAGE
3091,HIF1A,9606,pid,ap1_pathway,AP-1 transcription factor network
3091,HIF1A,9606,pid,hes_heypathway,Notch-mediated HES/HEY network
3091,HIF1A,9606,pid,hif1_tfpathway,HIF-1-alpha transcription factor network
3091,HIF1A,9606,pid,hif1apathway,Hypoxic and oxygen homeostasis regulation of HIF-1-alpha
3091,HIF1A,9606,pid,vegfr1_pathway,VEGFR1 specific signals
3091,HIF1A,9606,smpdb,SMP02292,The oncogenic action of Succinate
3091,HIF1A,9606,smpdb,SMP02295,The oncogenic action of Fumarate
3091,HIF1A,9606,wikipathways,WP1539,Angiogenesis
3091,HIF1A,9606,wikipathways,WP2324,AGE-RAGE pathway
3091,HIF1A,9606,wikipathways,WP236,Adipogenesis
3091,HIF1A,9606,wikipathways,WP2374,Oncostatin M Signaling Pathway
3091,HIF1A,9606,wikipathways,WP2456,HIF1A and PPARG regulation of glycolysis
3091,HIF1A,9606,wikipathways,WP2877,Vitamin D Receptor Pathway
3091,HIF1A,9606,wikipathways,WP3593,MicroRNA for Targeting Cancer Growth and Vascularization in Glioblastoma
3091,HIF1A,9606,wikipathways,WP3614,Photodynamic therapy-induced HIF-1 survival signaling
3091,HIF1A,9606,wikipathways,WP3630,"NAD metabolism, sirtuins and aging"
3091,HIF1A,9606,wikipathways,WP3646,Hepatitis C and Hepatocellular Carcinoma
3091,HIF1A,9606,wikipathways,WP3672,LncRNA-mediated mechanisms of therapeutic resistance
3091,HIF1A,9606,wikipathways,WP3932,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway
3091,HIF1A,9606,wikipathways,WP4018,Pathways in clear cell renal cell carcinoma
3091,HIF1A,9606,wikipathways,WP4239,Epithelial to mesenchymal transition in colorectal cancer
3091,HIF1A,9606,wikipathways,WP4241,Type 2 papillary renal cell carcinoma
3091,HIF1A,9606,wikipathways,WP4331,Neovascularisation processes
3091,HIF1A,9606,wikipathways,WP4906,3q29 copy number variation syndrome
3091,HIF1A,9606,wikipathways,WP61,Notch Signaling Pathway Netpath
3091,HIF1A,9606,wikipathways,WP706,Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways
9314,KLF4,9606,kegg,hsa04550,Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)
9314,KLF4,9606,pid,betacatenin_nuc_pathway,Regulation of nuclear beta catenin signaling and target gene transcription
9314,KLF4,9606,wikipathways,WP1991,SRF and miRs in Smooth Muscle Differentiation and Proliferation
9314,KLF4,9606,wikipathways,WP2023,Cell Differentiation - Index expanded
9314,KLF4,9606,wikipathways,WP2857,Mesodermal commitment pathway
9314,KLF4,9606,wikipathways,WP2877,Vitamin D Receptor Pathway
9314,KLF4,9606,wikipathways,WP3299,let-7 inhibition of ES cell reprogramming
9314,KLF4,9606,wikipathways,WP3527,Pre-implantation embryo
9314,KLF4,9606,wikipathways,WP3971,Role of Osx and miRNAs in tooth development
9314,KLF4,9606,wikipathways,WP4149,White fat cell differentiation
9314,KLF4,9606,wikipathways,WP4336,ncRNAs involved in Wnt signaling in hepatocellular carcinoma
9314,KLF4,9606,wikipathways,WP4659,Gastrin signaling pathway
59341,TRPV4,9606,biocarta,raccpathway,ion channels and their functional role in vascular endothelium
59341,TRPV4,9606,kegg,hsa04218,Cellular senescence - Homo sapiens (human)
59341,TRPV4,9606,kegg,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
59341,TRPV4,9606,kegg,hsa05418,Fluid shear stress and atherosclerosis - Homo sapiens (human)
14281,Fos,10090,kegg,mmu04010,MAPK signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04024,cAMP signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04210,Apoptosis - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04380,Osteoclast differentiation - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04620,Toll-like receptor signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04657,IL-17 signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04658,Th1 and Th2 cell differentiation - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04659,Th17 cell differentiation - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04660,T cell receptor signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04662,B cell receptor signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04668,TNF signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04713,Circadian entrainment - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04725,Cholinergic synapse - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04728,Dopaminergic synapse - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04915,Estrogen signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04917,Prolactin signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04921,Oxytocin signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04926,Relaxin signaling pathway - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04928,"Parathyroid hormone synthesis, secretion and action - Mus musculus (mouse)"
14281,Fos,10090,kegg,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu04935,"Growth hormone synthesis, secretion and action - Mus musculus (mouse)"
14281,Fos,10090,kegg,mmu05031,Amphetamine addiction - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05132,Salmonella infection - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05133,Pertussis - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05135,Yersinia infection - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05140,Leishmaniasis - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05142,Chagas disease - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05161,Hepatitis B - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05162,Measles - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05170,Human immunodeficiency virus 1 infection - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05200,Pathways in cancer - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05207,Chemical carcinogenesis - receptor activation - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05208,Chemical carcinogenesis - reactive oxygen species - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05210,Colorectal cancer - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05224,Breast cancer - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05231,Choline metabolism in cancer - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05323,Rheumatoid arthritis - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05417,Lipid and atherosclerosis - Mus musculus (mouse)
14281,Fos,10090,kegg,mmu05418,Fluid shear stress and atherosclerosis - Mus musculus (mouse)
83626,Ugcg,10116,reactome,R-RNO-1430728,Metabolism
83626,Ugcg,10116,reactome,R-RNO-1660662,Glycosphingolipid metabolism
83626,Ugcg,10116,reactome,R-RNO-428157,Sphingolipid metabolism
83626,Ugcg,10116,reactome,R-RNO-556833,Metabolism of lipids
83626,Ugcg,10116,reactome,R-RNO-9840309,Glycosphingolipid biosynthesis
25240,Aqp1,10116,reactome,R-RNO-1237044,Erythrocytes take up carbon dioxide and release oxygen
25240,Aqp1,10116,reactome,R-RNO-1247673,Erythrocytes take up oxygen and release carbon dioxide
25240,Aqp1,10116,reactome,R-RNO-1480926,O2/CO2 exchange in erythrocytes
25240,Aqp1,10116,reactome,R-RNO-382551,Transport of small molecules
25240,Aqp1,10116,reactome,R-RNO-432040,Vasopressin regulates renal water homeostasis via Aquaporins
25240,Aqp1,10116,reactome,R-RNO-432047,Passive transport by Aquaporins
25240,Aqp1,10116,reactome,R-RNO-445717,Aquaporin-mediated transport
170496,Lcn2,10116,reactome,R-RNO-168249,Innate Immune System
170496,Lcn2,10116,reactome,R-RNO-168256,Immune System
170496,Lcn2,10116,reactome,R-RNO-382551,Transport of small molecules
170496,Lcn2,10116,reactome,R-RNO-6798695,Neutrophil degranulation
170496,Lcn2,10116,reactome,R-RNO-6799990,Metal sequestration by antimicrobial proteins
170496,Lcn2,10116,reactome,R-RNO-6803157,Antimicrobial peptides
170496,Lcn2,10116,reactome,R-RNO-917937,Iron uptake and transport
20604,Sst,10090,kegg,mmu04024,cAMP signaling pathway - Mus musculus (mouse)
20604,Sst,10090,kegg,mmu04080,Neuroactive ligand-receptor interaction - Mus musculus (mouse)
20604,Sst,10090,kegg,mmu04935,"Growth hormone synthesis, secretion and action - Mus musculus (mouse)"
20604,Sst,10090,kegg,mmu04971,Gastric acid secretion - Mus musculus (mouse)
13488,Drd1,10090,kegg,mmu04020,Calcium signaling pathway - Mus musculus (mouse)
13488,Drd1,10090,kegg,mmu04024,cAMP signaling pathway - Mus musculus (mouse)
13488,Drd1,10090,kegg,mmu04080,Neuroactive ligand-receptor interaction - Mus musculus (mouse)
13488,Drd1,10090,kegg,mmu04540,Gap junction - Mus musculus (mouse)
13488,Drd1,10090,kegg,mmu04728,Dopaminergic synapse - Mus musculus (mouse)
13488,Drd1,10090,kegg,mmu05012,Parkinson disease - Mus musculus (mouse)
13488,Drd1,10090,kegg,mmu05030,Cocaine addiction - Mus musculus (mouse)
13488,Drd1,10090,kegg,mmu05031,Amphetamine addiction - Mus musculus (mouse)
13488,Drd1,10090,kegg,mmu05032,Morphine addiction - Mus musculus (mouse)
13488,Drd1,10090,kegg,mmu05034,Alcoholism - Mus musculus (mouse)
6548,SLC9A1,9606,kegg,hsa04024,cAMP signaling pathway - Homo sapiens (human)
6548,SLC9A1,9606,kegg,hsa04260,Cardiac muscle contraction - Homo sapiens (human)
6548,SLC9A1,9606,kegg,hsa04261,Adrenergic signaling in cardiomyocytes - Homo sapiens (human)
6548,SLC9A1,9606,kegg,hsa04371,Apelin signaling pathway - Homo sapiens (human)
6548,SLC9A1,9606,kegg,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
6548,SLC9A1,9606,kegg,hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human)
6548,SLC9A1,9606,kegg,hsa04970,Salivary secretion - Homo sapiens (human)
6548,SLC9A1,9606,kegg,hsa04971,Gastric acid secretion - Homo sapiens (human)
6548,SLC9A1,9606,kegg,hsa04972,Pancreatic secretion - Homo sapiens (human)
6548,SLC9A1,9606,kegg,hsa04976,Bile secretion - Homo sapiens (human)
6548,SLC9A1,9606,kegg,hsa05205,Proteoglycans in cancer - Homo sapiens (human)
6548,SLC9A1,9606,pid,endothelinpathway,Endothelins
6548,SLC9A1,9606,pid,erbb1_downstream_pathway,ErbB1 downstream signaling
6548,SLC9A1,9606,pid,p38alphabetadownstreampathway,Signaling mediated by p38-alpha and p38-beta
6548,SLC9A1,9606,pid,rhoa_pathway,RhoA signaling pathway
6548,SLC9A1,9606,wikipathways,WP12,Osteoclast Signaling
6548,SLC9A1,9606,wikipathways,WP35,G Protein Signaling Pathways
6548,SLC9A1,9606,wikipathways,WP4659,Gastrin signaling pathway
6548,SLC9A1,9606,wikipathways,WP51,Regulation of Actin Cytoskeleton
7431,VIM,9606,kegg,hsa05169,Epstein-Barr virus infection - Homo sapiens (human)
7431,VIM,9606,kegg,hsa05206,MicroRNAs in cancer - Homo sapiens (human)
7431,VIM,9606,netpath,Pathway_Alpha6Beta4Integrin,Alpha6Beta4Integrin
7431,VIM,9606,netpath,Pathway_EGFR1,EGFR1
7431,VIM,9606,pid,aurora_b_pathway,Aurora B signaling
7431,VIM,9606,pid,caspase_pathway,Caspase Cascade in Apoptosis
7431,VIM,9606,wikipathways,WP2328,Allograft Rejection
7431,VIM,9606,wikipathways,WP2431,Spinal Cord Injury
7431,VIM,9606,wikipathways,WP2572,Primary focal segmental glomerulosclerosis (FSGS)
7431,VIM,9606,wikipathways,WP2814,Mammary gland development pathway - Puberty (Stage 2 of 4)
7431,VIM,9606,wikipathways,WP2864,Apoptosis-related network due to altered Notch3 in ovarian cancer
7431,VIM,9606,wikipathways,WP383,Striated Muscle Contraction Pathway
7431,VIM,9606,wikipathways,WP3859,TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition
7431,VIM,9606,wikipathways,WP4352,Ciliary landscape
7431,VIM,9606,wikipathways,WP69,T-cell receptor (TCR) signaling pathway
5291,PIK3CB,9606,humancyc,PWY-6352,3-phosphoinositide biosynthesis
5291,PIK3CB,9606,humancyc,PWY-6371,superpathway of inositol phosphate compounds
5291,PIK3CB,9606,kegg,hsa00562,Inositol phosphate metabolism - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04012,ErbB signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04014,Ras signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04015,Rap1 signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04024,cAMP signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04062,Chemokine signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04068,FoxO signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04071,Sphingolipid signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04072,Phospholipase D signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04140,Autophagy - animal - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04150,mTOR signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04152,AMPK signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04210,Apoptosis - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04211,Longevity regulating pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04213,Longevity regulating pathway - multiple species - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04218,Cellular senescence - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04360,Axon guidance - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04370,VEGF signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04380,Osteoclast differentiation - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04510,Focal adhesion - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04550,Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04611,Platelet activation - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04613,Neutrophil extracellular trap formation - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04620,Toll-like receptor signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04625,C-type lectin receptor signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04630,JAK-STAT signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04650,Natural killer cell mediated cytotoxicity - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04660,T cell receptor signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04662,B cell receptor signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04664,Fc epsilon RI signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04666,Fc gamma R-mediated phagocytosis - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04668,TNF signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04670,Leukocyte transendothelial migration - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04722,Neurotrophin signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04725,Cholinergic synapse - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04910,Insulin signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04915,Estrogen signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04917,Prolactin signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04923,Regulation of lipolysis in adipocytes - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04926,Relaxin signaling pathway - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04929,GnRH secretion - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04930,Type II diabetes mellitus - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04931,Insulin resistance - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04932,Non-alcoholic fatty liver disease - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04933,AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04935,"Growth hormone synthesis, secretion and action - Homo sapiens (human)"
5291,PIK3CB,9606,kegg,hsa04960,Aldosterone-regulated sodium reabsorption - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa05010,Alzheimer disease - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa05017,Spinocerebellar ataxia - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa05020,Prion disease - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa05100,Bacterial invasion of epithelial cells - Homo sapiens (human)
5291,PIK3CB,9606,kegg,hsa05131,Shigellosis - Homo sapiens (human)
